AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU12,AU14,AU15,AU17,AU20,AU23,AU25,AU26,AU45
0.000000,0.001990,0.000391,0.002133,0.001824,0.001599,-0.000576,0.002429,0.000728,0.000660,0.009362,0.013043,0.001497,0.000205,-0.000407,0.006845,-0.001071
0.000186,0.000958,0.000196,0.002887,0.002500,0.002917,-0.001194,0.003300,0.001517,0.001829,0.011435,0.016750,0.002123,0.000497,-0.000677,0.008799,-0.001591
0.000674,0.000125,-0.000008,0.002800,0.002453,0.004871,-0.002064,0.003643,0.002774,0.002930,0.011067,0.017430,0.002430,0.000846,-0.001104,0.008740,-0.002063
0.000865,-0.000162,-0.000215,0.003080,0.002346,0.008353,-0.002749,0.003017,0.004323,0.004848,0.007996,0.012337,0.002561,0.001365,-0.001636,0.006630,-0.002397
0.000783,-0.002235,-0.000315,0.003210,0.002648,0.012696,-0.002427,0.002186,0.006028,0.007230,0.002122,0.003703,0.002666,0.002103,-0.002175,0.003864,-0.002075
0.000544,-0.005935,-0.000187,0.002201,0.003160,0.017310,-0.000576,0.001398,0.007829,0.008768,-0.001004,-0.000505,0.002068,0.003060,-0.001086,0.000783,-0.000723
0.000183,-0.008052,-0.000021,0.000722,0.004141,0.021217,0.000203,0.001315,0.009442,0.008382,-0.008058,-0.008943,0.000776,0.004269,0.000000,-0.000634,0.000018
-0.000002,-0.007727,0.000163,-0.000337,0.006082,0.023656,0.002709,0.001403,0.010701,0.007910,-0.016706,-0.021145,-0.000276,0.005532,0.000931,-0.004536,0.001167
-0.000282,-0.005526,0.001314,-0.002242,0.009287,0.023763,0.006368,0.001644,0.011910,0.008321,-0.025790,-0.029917,-0.002274,0.006065,0.001952,-0.008458,0.002733
-0.000494,-0.003799,0.001965,-0.004986,0.013191,0.019413,0.009913,0.001946,0.013070,0.009025,-0.032274,-0.034014,-0.004607,0.006018,0.002085,-0.010587,0.004673
-0.000210,-0.002349,0.001995,-0.008351,0.016495,0.010765,0.012226,0.002549,0.013895,0.009757,-0.034294,-0.033485,-0.006520,0.005348,0.001158,-0.011663,0.006489
0.000026,-0.000629,0.001036,-0.012679,0.017621,0.001367,0.011747,0.001984,0.014876,0.008934,-0.031230,-0.028689,-0.007579,0.004493,-0.000046,-0.012758,0.007518
0.000283,0.000386,0.000115,-0.015587,0.016472,-0.000904,0.008288,0.000221,0.015592,0.010086,-0.022613,-0.022453,-0.005938,0.003681,-0.001776,-0.011291,0.007078
