AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU12,AU14,AU15,AU17,AU20,AU23,AU25,AU26,AU45
0.003426,0.004431,-0.023895,-0.030751,-0.008831,0.003026,0.015673,-0.005245,0.000807,-0.004027,-0.001212,0.010132,0.005140,0.012209,-0.002227,-0.000294,-0.007361
0.003753,0.004963,-0.023513,-0.030264,-0.008421,0.003132,0.016543,-0.003725,0.001347,-0.002841,-0.000364,0.012281,0.005448,0.012994,-0.001868,-0.000233,-0.007494
0.004015,0.005561,-0.022941,-0.029472,-0.007603,0.004366,0.017077,-0.001082,0.002002,-0.002920,0.000428,0.014195,0.005774,0.013571,-0.001863,-0.000273,-0.007560
0.004282,0.008189,-0.022257,-0.028408,-0.006755,0.005656,0.017241,0.001504,0.002947,-0.002944,0.000793,0.015466,0.005778,0.013785,-0.001832,-0.001476,-0.007700
0.004614,0.008414,-0.022286,-0.027071,-0.005946,0.006900,0.017036,0.004610,0.004017,-0.000843,0.000843,0.016534,0.005723,0.013846,-0.001777,-0.002559,-0.007934
0.005865,0.010581,-0.022106,-0.025674,-0.005217,0.008294,0.016441,0.007939,0.005344,0.001155,0.000632,0.017919,0.004549,0.013882,-0.001934,-0.003612,-0.008337
0.006958,0.012486,-0.021655,-0.024047,-0.004442,0.009492,0.015896,0.011038,0.006670,0.002375,0.000435,0.019059,0.003373,0.013854,-0.002047,-0.004538,-0.008632
0.007380,0.014130,-0.020932,-0.023393,-0.003170,0.010493,0.015608,0.013803,0.008037,0.003048,0.000472,0.019858,0.002245,0.013659,-0.001878,-0.005906,-0.008936
0.007215,0.015301,-0.017412,-0.022818,-0.000739,0.012444,0.015226,0.016134,0.009443,0.003532,0.001411,0.020420,0.001946,0.013291,-0.001429,-0.008152,-0.009084
0.006937,0.015544,-0.013815,-0.021981,0.001869,0.014109,0.014623,0.018258,0.011084,0.003633,0.002455,0.020853,0.001976,0.012757,-0.000975,-0.010968,-0.009072
0.004085,0.015170,-0.012434,-0.022402,0.004861,0.015490,0.013752,0.020405,0.013467,0.003764,0.003574,0.021041,0.001938,0.012328,-0.000648,-0.013469,-0.008282
0.001345,0.013869,-0.010799,-0.022254,0.007820,0.016491,0.012665,0.023293,0.015823,0.004394,0.004436,0.020565,0.001876,0.011858,-0.000305,-0.015682,-0.007380
-0.000187,0.010912,-0.008663,-0.021282,0.010827,0.018033,0.011589,0.026039,0.017972,0.005018,0.005373,0.019875,0.001553,0.011045,-0.000153,-0.017319,-0.006625
-0.001593,0.007973,-0.006292,-0.019759,0.014519,0.021990,0.010288,0.028853,0.020474,0.005444,0.006851,0.019964,0.000008,0.010181,0.000452,-0.019047,-0.006088
