AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU12,AU14,AU15,AU17,AU20,AU23,AU25,AU26,AU45
-0.013542,0.015884,-0.009592,-0.013212,-0.001573,-0.024850,-0.000361,-0.028104,-0.010204,0.006295,-0.013962,-0.047506,-0.025918,-0.074564,-0.018966,-0.072291,0.006363
-0.015399,0.027185,-0.010364,-0.017190,-0.003527,-0.024621,0.004217,-0.033756,-0.011038,0.009352,-0.022138,-0.048005,-0.024295,-0.074302,-0.027179,-0.069823,0.006574
-0.015659,0.031500,-0.005558,-0.012619,-0.006841,-0.031231,0.006761,-0.037330,-0.011260,0.011198,-0.032733,-0.039304,-0.020266,-0.066571,-0.045516,-0.067696,0.006729
-0.017047,0.026344,-0.000824,-0.007539,-0.009476,-0.038560,0.008499,-0.039725,-0.009324,0.016936,-0.038987,-0.022663,-0.012453,-0.050089,-0.068005,-0.059424,0.005645
-0.018094,0.019580,-0.001566,-0.001950,-0.010928,-0.034283,0.006376,-0.036815,-0.006224,0.024911,-0.040023,-0.001810,-0.007884,-0.020910,-0.089051,-0.039153,0.004875
-0.016377,0.011580,-0.001029,-0.003238,-0.011197,-0.031196,-0.003957,-0.027885,-0.002009,0.029220,-0.034547,0.024555,-0.003031,0.014222,-0.107738,-0.012737,0.004212
-0.011074,-0.000162,0.004585,-0.000495,-0.010865,-0.046813,-0.014991,-0.021230,-0.004049,0.029768,-0.016239,0.036793,-0.014316,0.028632,-0.123269,-0.019865,0.004104
-0.002980,-0.009967,0.009092,0.002482,-0.015603,-0.055606,-0.022007,-0.019190,-0.007665,0.026751,0.007128,0.036688,-0.016987,0.035349,-0.123912,-0.031678,0.006309
-0.000467,-0.027215,0.007857,0.005627,-0.017956,-0.058601,-0.026433,-0.017935,-0.009749,0.031346,0.026953,0.034585,-0.020322,0.036299,-0.114087,-0.033636,0.009427
0.007221,-0.030352,0.005400,0.001733,-0.018057,-0.049234,-0.023808,-0.013917,-0.011595,0.035852,0.034437,0.030679,-0.020774,0.032943,-0.098827,-0.029829,0.011389
0.012512,-0.028381,0.005428,-0.003298,-0.015380,-0.030830,-0.009551,-0.011789,-0.012143,0.037249,0.032732,0.021625,-0.014413,0.028018,-0.072766,-0.033795,0.008750
0.016970,-0.025342,0.014657,-0.010503,-0.005038,-0.014234,0.004901,-0.005028,0.004088,0.038472,0.010753,0.011885,0.006957,0.019969,-0.038939,-0.053735,0.006120
0.016474,-0.016964,0.022696,-0.034383,0.012730,0.012867,0.029406,-0.000271,0.027129,0.042495,-0.013957,0.001714,0.039588,0.010195,-0.009827,-0.074091,0.014825
0.004289,-0.017932,0.024174,-0.052041,0.035974,0.053365,0.050784,0.016456,0.069185,0.050327,-0.042296,-0.008213,0.071689,0.000225,0.028414,-0.102153,0.042895
-0.020088,-0.016269,0.041563,-0.093183,0.085927,0.124396,0.086734,0.059801,0.125875,0.065756,-0.072401,-0.017062,0.107721,-0.024338,0.054735,-0.118124,0.114615
-0.046625,-0.027669,0.065702,-0.124939,0.155843,0.163960,0.111528,0.097435,0.186757,0.087427,-0.094418,-0.027403,0.128890,-0.045568,0.093388,-0.142012,0.223879
-0.067296,-0.046030,0.086993,-0.139680,0.219054,0.229464,0.130890,0.139215,0.232140,0.102078,-0.099863,-0.037067,0.132888,-0.067835,0.127176,-0.167424,0.331690
-0.081350,-0.066337,0.094772,-0.138378,0.256752,0.261839,0.137767,0.181301,0.270850,0.114222,-0.094283,-0.040188,0.113628,-0.081089,0.159073,-0.184961,0.416239
-0.081382,-0.090254,0.082518,-0.110663,0.277953,0.244218,0.128997,0.204988,0.295907,0.120666,-0.093632,-0.052586,0.079026,-0.080818,0.206461,-0.177569,0.467513
