AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU12,AU14,AU15,AU17,AU20,AU23,AU25,AU26,AU45
0.011096,-0.047627,0.014848,-0.001937,0.024290,0.038202,-0.001297,-0.007121,0.045711,0.052916,-0.039890,-0.042683,-0.001485,0.015889,-0.003899,0.016189,0.006402
0.013578,-0.066787,0.022235,-0.011484,0.054012,0.091728,-0.002494,0.013178,0.091985,0.094384,-0.060035,-0.075300,0.024661,0.032554,0.003068,0.035873,0.011502
0.022064,-0.073661,0.030263,-0.024355,0.093440,0.154677,-0.005754,0.029343,0.154656,0.128416,-0.072093,-0.096934,0.045030,0.051404,0.022453,0.053626,0.010178
0.027156,-0.073298,0.030925,-0.041573,0.132319,0.196219,-0.007858,0.041374,0.218307,0.146816,-0.073971,-0.115090,0.058910,0.066208,0.053425,0.064269,0.007287
0.028856,-0.066659,0.021036,-0.054972,0.167133,0.223459,-0.002062,0.057487,0.268976,0.141273,-0.071201,-0.144642,0.063216,0.073127,0.080768,0.068202,0.005329
0.032442,-0.055276,0.009809,-0.061928,0.199259,0.246434,0.005995,0.067412,0.302181,0.122173,-0.067303,-0.155136,0.061805,0.037757,0.140196,0.064926,0.001405
0.031316,-0.062071,-0.010019,-0.052829,0.212998,0.240354,0.014103,0.070616,0.317982,0.094616,-0.058524,-0.157862,0.077590,-0.017943,0.182758,0.050542,-0.003199
0.033399,-0.064648,-0.038825,-0.036586,0.210707,0.207274,0.023262,0.056357,0.305292,0.065698,-0.046488,-0.148783,0.077989,-0.069014,0.243493,0.032566,-0.009966
0.033442,-0.061146,-0.054138,-0.016115,0.197867,0.166148,0.034152,0.037885,0.272813,0.047222,-0.034271,-0.132192,0.069155,-0.105240,0.276969,0.021982,-0.016205
0.033991,-0.069372,-0.057174,-0.002241,0.177978,0.129130,0.045821,0.045186,0.237928,0.035733,-0.037433,-0.123651,0.038515,-0.128349,0.295400,0.020243,-0.013331
0.036103,-0.061676,-0.052014,0.007401,0.166666,0.121917,0.050101,0.060494,0.206245,0.039716,-0.037099,-0.110425,0.031017,-0.128957,0.289074,0.018809,-0.008328
0.040688,-0.054897,-0.052010,0.012340,0.156300,0.131578,0.045807,0.076068,0.178464,0.046566,-0.043412,-0.083159,0.032664,-0.109092,0.266375,0.027834,-0.007546
0.042007,-0.028396,-0.057591,-0.001797,0.138929,0.125036,0.043804,0.080643,0.151280,0.052546,-0.043859,-0.054145,0.035229,-0.072190,0.236650,0.031956,-0.009969
0.039914,-0.001090,-0.067473,-0.026053,0.121912,0.125834,0.042710,0.084489,0.121467,0.043743,-0.039717,-0.042657,0.031509,-0.024313,0.179281,0.033386,-0.013422
0.038716,0.027150,-0.070489,-0.038503,0.113406,0.134230,0.038028,0.085685,0.090031,0.024009,-0.026302,-0.021146,0.019986,-0.004727,0.140336,0.031400,-0.015008
0.043234,0.026132,-0.073811,-0.037924,0.098373,0.136656,0.033203,0.082571,0.065557,0.006513,-0.009303,-0.003132,0.024930,-0.001882,0.096931,0.013210,-0.017147
0.043616,0.021537,-0.080002,-0.025630,0.081642,0.115502,0.027772,0.070028,0.043463,0.001341,-0.003736,0.003621,0.028893,0.003051,0.073746,-0.000609,-0.017040
0.038467,0.011539,-0.083558,-0.011449,0.064836,0.081594,0.024682,0.055399,0.025277,-0.005844,0.007851,0.006928,0.031310,0.007948,0.057750,-0.005711,-0.010940
0.028745,-0.012439,-0.074380,-0.009799,0.050474,0.052433,0.026580,0.053717,0.008087,-0.010201,0.018720,0.011785,0.022959,0.012721,0.040265,0.028662,-0.000652
0.020313,-0.022650,-0.052581,-0.005763,0.047995,0.024655,0.024421,0.047502,0.004356,-0.012800,0.029510,0.025277,0.009565,0.019698,0.028043,0.046451,0.013007
0.009147,-0.029605,-0.038570,0.002382,0.041024,0.002149,0.015993,0.045231,0.000713,-0.015570,0.027087,0.037817,-0.000498,0.024649,0.015194,0.060308,0.024715
-0.004966,-0.022147,-0.029926,0.001246,0.033784,-0.021471,0.014029,0.035021,-0.002645,-0.021759,0.018041,0.051277,-0.004693,0.027757,0.009326,0.066994,0.031346
-0.027000,-0.025779,-0.023539,-0.010504,0.026562,-0.028717,0.011420,0.014844,-0.004946,-0.020911,0.023651,0.047976,0.018611,0.025666,0.003889,0.067877,0.030150
-0.045711,-0.025431,-0.007300,-0.003551,0.023904,-0.030443,0.004498,-0.000388,-0.007283,-0.025693,0.034133,0.042302,0.042344,0.018907,-0.008532,0.060943,0.030059
-0.049231,-0.021106,0.006216,0.001506,0.020626,-0.019671,-0.001519,-0.013970,-0.008137,-0.023690,0.043049,0.036854,0.049958,0.008275,-0.019380,0.034361,0.027650
-0.050480,-0.019340,0.006699,0.004453,0.016173,-0.012087,-0.007780,-0.023423,-0.002767,-0.022859,0.042386,0.024237,0.050341,0.000852,-0.029353,0.009006,0.026115
-0.047754,-0.016095,0.003682,0.009545,0.011159,-0.003070,-0.010733,-0.024279,0.003628,-0.024086,0.043420,0.011658,0.046411,-0.002267,-0.032965,-0.013276,0.026447
-0.041643,-0.018310,-0.002482,0.014007,0.008372,0.006982,-0.003055,-0.010952,0.006271,-0.023526,0.036504,0.005384,0.044803,-0.000359,-0.032920,0.002998,0.026524
-0.031470,-0.017949,-0.002659,0.015722,0.008758,0.006729,0.004419,0.002161,0.003770,-0.021958,0.014153,0.000684,0.038560,0.003449,-0.027744,0.018054,0.027643
-0.013818,0.001116,0.001396,0.014408,0.005887,0.007928,0.008792,0.015096,0.000748,-0.021633,-0.009710,0.015023,0.022768,0.003734,-0.017219,0.025482,0.027686
0.002326,0.029108,0.003309,0.001007,0.006214,0.004192,0.011952,0.023926,-0.001830,-0.026966,-0.034758,0.037591,0.006775,0.002260,-0.001359,0.028003,0.024520
0.004751,0.044564,-0.003140,-0.024949,0.004896,0.003826,0.014872,0.024817,-0.005008,-0.027958,-0.036702,0.048557,0.015861,0.000271,0.014841,0.021559,0.010360
0.007459,0.060353,0.003012,-0.035454,0.004778,0.005298,0.015342,0.017877,-0.008566,-0.032007,-0.028941,0.058966,0.028009,-0.001601,0.022958,0.003975,-0.002210
0.010032,0.078802,0.012999,-0.038882,0.003471,0.005152,0.012302,0.010012,-0.008583,-0.028017,-0.017450,0.055762,0.028986,-0.006774,0.027254,-0.016631,-0.012151
0.012659,0.081229,0.014954,-0.048081,-0.000706,-0.002321,0.009238,-0.001333,-0.002820,-0.016576,-0.004710,0.040268,0.024150,-0.010907,0.026834,-0.016717,-0.019792
0.012877,0.065000,0.014616,-0.056829,-0.004342,-0.010506,0.002888,-0.013503,0.004274,0.006860,0.002316,0.017253,0.015826,-0.010350,0.017116,-0.005683,-0.026670
0.014331,0.043471,0.025235,-0.049721,-0.004629,-0.010361,0.002776,-0.012889,0.007868,0.031569,0.010045,0.005012,-0.000363,-0.000609,0.000219,0.014308,-0.030577
0.021543,0.020478,0.034674,-0.035916,-0.004161,-0.011341,0.001785,-0.012537,0.005455,0.049308,0.004009,-0.012276,-0.016615,0.010320,-0.014871,0.031879,-0.031633
0.023574,0.001523,0.044694,-0.016487,-0.001943,-0.009530,0.001059,-0.011070,0.002099,0.049326,0.000181,-0.003668,-0.035562,0.020803,-0.024509,0.046974,-0.027593
0.022196,-0.009949,0.045468,0.003374,-0.001636,-0.012099,-0.000580,-0.007555,-0.001288,0.046045,-0.005362,0.004205,-0.044519,0.026671,-0.016773,0.054526,-0.019759
0.016105,-0.020304,0.036103,0.011431,-0.001192,-0.009448,-0.000372,0.005238,-0.004239,0.037085,-0.010865,0.009892,-0.034216,0.026941,-0.009003,0.047499,-0.017351
0.008789,-0.024210,0.013388,0.022843,-0.000033,-0.004267,0.001408,0.010775,-0.007158,0.019358,-0.012863,0.022663,-0.021209,0.019402,-0.000656,0.025782,-0.012813
0.010135,-0.015652,-0.007774,0.033718,0.001109,0.007209,0.001274,0.014580,-0.005512,-0.006954,-0.009506,0.021512,-0.011746,0.011552,0.010323,-0.001653,-0.008655
0.013187,-0.001387,-0.024571,0.040125,-0.001112,0.004637,0.004851,0.016771,-0.001712,-0.022187,-0.007304,0.020790,-0.001607,0.006581,0.023534,-0.004576,-0.004835
0.014192,0.002455,-0.037596,0.042873,-0.006741,-0.002227,0.002771,0.018724,0.000820,-0.019780,-0.012746,0.008779,0.011465,0.001120,0.034165,-0.009568,-0.000609
0.013762,0.000858,-0.028922,0.037029,-0.008877,-0.016319,0.001081,0.018295,0.001116,-0.010729,-0.016281,0.002698,0.015138,0.001286,0.028881,-0.010038,0.005350
0.019123,-0.000885,-0.017507,0.036269,-0.011115,-0.025395,-0.008110,0.013479,0.000629,-0.005723,-0.021191,-0.003992,0.021384,0.003193,0.016850,-0.008879,0.010103
0.014782,0.000309,-0.012553,0.017392,-0.012933,-0.030962,-0.014760,-0.001752,-0.003470,-0.007720,-0.013181,-0.000455,0.016693,0.009945,0.002355,-0.006091,0.014357
0.007195,0.003802,-0.011330,0.007418,-0.018086,-0.033135,-0.017762,-0.016095,-0.006926,-0.005541,-0.006987,0.003269,0.008904,0.015742,-0.010131,-0.015205,0.016854
-0.000804,0.007967,-0.008228,-0.001408,-0.022564,-0.028197,-0.017492,-0.020518,-0.009082,-0.002026,0.000624,0.002962,0.006339,0.013333,-0.020456,-0.024542,0.022244
-0.009702,0.010658,-0.014371,0.018299,-0.024338,-0.003694,-0.015641,-0.022704,-0.012332,0.005083,0.005306,-0.003605,0.004058,0.005699,-0.035152,-0.026130,0.027700
