AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU12,AU14,AU15,AU17,AU20,AU23,AU25,AU26,AU45
-0.009306,0.000003,-0.028254,-0.007579,-0.005682,-0.002606,0.049240,-0.001803,-0.000174,0.011712,0.023558,0.008675,-0.001040,-0.003690,0.000019,-0.036113,-0.000016
0.000616,0.006237,-0.023726,-0.003182,-0.001888,-0.011749,0.062972,-0.000214,0.000482,0.017200,0.037719,0.018818,0.005596,-0.009784,0.005408,-0.037338,0.006993
0.014044,0.016181,-0.007954,0.000008,0.000380,-0.025334,0.065101,0.000645,0.002977,0.020094,0.048873,0.030774,0.025187,-0.017118,0.017574,-0.027524,0.026560
0.040350,0.026317,0.000996,0.005262,0.006234,-0.036448,0.050217,0.005279,0.007499,0.018131,0.050727,0.035845,0.050160,-0.025025,0.031687,-0.008061,0.054847
0.071572,0.035693,0.020154,0.017398,0.017091,-0.038401,0.019199,0.012148,0.013454,0.011618,0.043293,0.031949,0.073477,-0.032119,0.045704,0.001140,0.076475
0.100357,0.038824,0.051028,0.029503,0.028300,-0.030773,-0.000097,0.019226,0.018911,0.001958,0.029083,0.023992,0.089599,-0.029378,0.058241,0.026918,0.084521
0.102775,0.030947,0.066691,0.030589,0.032872,-0.013636,-0.022788,0.021396,0.020862,-0.002875,0.012043,0.015078,0.084308,-0.010923,0.064714,0.054786,0.065161
0.086835,0.019124,0.065118,0.027606,0.031447,-0.000720,-0.049459,0.018791,0.020914,-0.016674,0.001774,0.005209,0.063038,-0.000202,0.064241,0.066965,0.038571
0.063334,0.010400,0.049872,0.021882,0.026758,0.005042,-0.057865,0.016282,0.018909,-0.024094,-0.001502,0.000018,0.036783,0.003744,0.059064,0.064202,0.013430
0.041631,0.007296,0.027262,0.013579,0.021378,0.017211,-0.050012,0.014227,0.015652,-0.022938,-0.009207,-0.003315,0.012846,0.011561,0.049375,0.051749,0.000141
0.027485,0.010211,0.007135,0.005180,0.015926,0.019270,-0.032240,0.011358,0.011887,-0.016062,-0.010052,-0.002565,0.000222,0.017634,0.037585,0.035431,-0.010652
0.014784,0.012888,-0.000653,-0.000018,0.012754,0.011135,-0.013492,0.008543,0.007598,-0.006757,-0.009690,-0.000003,-0.007173,0.018838,0.024324,0.019295,-0.023432
0.007071,0.014268,-0.010196,-0.005381,0.011479,0.003976,-0.001409,0.008759,0.004095,-0.000437,-0.011543,0.000903,-0.015668,0.014014,0.008604,0.007323,-0.017427
0.003016,0.015383,-0.009773,-0.007408,0.012474,0.000965,0.002208,0.010857,0.001327,0.003096,-0.014380,0.000012,-0.017570,0.006119,-0.000009,0.001707,-0.010869
0.001273,0.009272,-0.003683,-0.008489,0.013319,0.000018,0.005751,0.013153,-0.000013,0.011146,-0.017064,-0.000660,-0.015564,0.002356,-0.008428,0.000728,-0.005995
0.000145,0.001425,-0.000001,-0.009788,0.012081,-0.000017,0.002341,0.011440,-0.002023,0.010978,-0.018108,-0.000078,-0.010913,0.002100,-0.017101,0.001294,-0.003932
-0.000359,-0.001525,0.004025,-0.008580,0.006769,-0.000078,-0.000002,0.006161,-0.005244,0.005050,-0.014480,0.000026,-0.005238,0.003896,-0.019743,0.002848,-0.002231
-0.001066,-0.009972,0.010092,-0.005414,0.001117,-0.000071,-0.002726,0.001134,-0.008597,0.001431,-0.009802,0.000507,-0.000151,0.006504,-0.015562,0.004374,-0.000667
-0.000101,-0.013988,0.012220,-0.002209,-0.000319,-0.000803,-0.005684,-0.000175,-0.010206,0.000009,-0.003597,0.002473,0.002630,0.009052,-0.010416,0.005310,0.000081
0.001092,-0.008662,0.010430,0.000025,-0.005329,-0.005070,-0.006353,-0.003824,-0.009805,-0.001280,0.000012,0.004953,0.007678,0.011088,-0.006721,0.004891,0.001195
