AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU12,AU14,AU15,AU17,AU20,AU23,AU25,AU26,AU45
0.009176,0.003043,0.004151,0.009429,0.007377,0.001856,0.003060,0.004349,0.004134,0.000867,0.000261,-0.006755,0.002616,0.024847,0.006833,0.007859,0.004412
0.024712,0.008379,0.009578,0.024397,0.016380,0.002975,0.006454,0.007650,0.006773,-0.000562,0.004882,-0.009230,0.009074,0.053074,0.010326,0.012093,0.007933
0.043837,0.016553,0.015082,0.042286,0.027183,0.003648,0.009490,0.011728,0.009123,-0.005308,0.011049,-0.010428,0.019689,0.080631,0.012176,0.014512,0.010087
0.059312,0.023112,0.020645,0.057367,0.034923,0.003814,0.011056,0.013964,0.010181,-0.011487,0.017573,-0.009204,0.029007,0.097301,0.012245,0.013715,0.009887
0.067887,0.027011,0.024583,0.063628,0.037556,0.004341,0.010691,0.013140,0.009350,-0.016807,0.023380,-0.004521,0.034340,0.099678,0.008992,0.008751,0.008785
0.067057,0.028197,0.024779,0.059651,0.034486,0.004855,0.009493,0.010152,0.006560,-0.019797,0.027430,-0.000374,0.034726,0.087548,0.004186,0.002418,0.006892
0.054747,0.024735,0.021658,0.044087,0.026149,0.005432,0.007414,0.005885,0.002624,-0.018182,0.027850,0.001543,0.029211,0.061729,0.000352,-0.000015,0.004549
0.036106,0.018151,0.016441,0.024830,0.015267,0.004298,0.005120,0.002473,0.000007,-0.011889,0.023144,0.006721,0.020037,0.031640,-0.001630,-0.002158,0.002403
0.017299,0.008733,0.010803,0.008842,0.005641,0.001560,0.003266,0.000307,-0.001820,-0.003685,0.015863,0.011253,0.010386,0.008474,-0.006115,-0.004805,0.001012
0.003731,0.000701,0.005518,0.000093,0.000133,0.000012,0.002317,-0.000538,-0.004694,0.000052,0.009059,0.014637,0.002315,-0.000500,-0.008043,-0.004277,0.000566
-0.000398,-0.003105,0.001513,-0.004255,-0.002956,-0.000749,0.002961,-0.001027,-0.004933,0.005052,0.005037,0.014384,-0.001387,-0.004458,-0.006862,-0.001127,0.002444
-0.004216,-0.006382,-0.000465,-0.005541,-0.002721,-0.002893,0.003624,0.000062,-0.003513,0.007108,0.001588,0.011628,-0.002442,-0.003228,-0.003687,0.000143,0.003273
-0.006441,-0.009598,-0.002575,-0.003745,-0.001817,-0.005894,0.002836,0.001884,-0.001828,0.006016,-0.000054,0.007960,-0.002690,-0.001700,-0.000492,0.003197,0.002661
-0.005939,-0.009742,-0.002991,-0.002512,-0.001158,-0.007250,0.000593,0.002662,-0.000461,0.002650,-0.002842,0.004764,-0.002535,-0.000335,0.000332,0.004481,0.001599
-0.004097,-0.004371,-0.002937,-0.001454,-0.000464,-0.006607,-0.000032,0.002035,0.000032,0.000119,-0.005354,0.001706,-0.002006,0.000407,0.001970,0.002277,0.000365
-0.002277,-0.000122,-0.001758,-0.001021,0.000077,-0.004989,-0.000714,0.000484,0.000790,-0.001807,-0.005361,0.000250,-0.000537,0.001789,0.002763,0.000009,-0.000090
-0.000890,0.002878,-0.000469,-0.001274,0.001088,-0.003853,-0.001414,0.000007,0.000676,-0.005923,-0.004170,-0.000034,0.000018,0.002133,0.002117,-0.001197,-0.001212
-0.000056,0.007915,0.000012,-0.000029,0.002218,-0.003450,-0.001703,-0.000345,0.000603,-0.008137,-0.002152,-0.000105,0.001150,0.002535,0.001356,-0.002802,-0.002436
0.000443,0.009027,0.000670,0.000579,0.002490,-0.003484,-0.002303,-0.002174,0.000754,-0.008718,-0.000137,0.000088,0.001924,0.003209,0.001764,-0.002124,-0.003369
0.001459,0.004061,0.001376,0.002174,0.001502,-0.005066,-0.002976,-0.004172,0.001261,-0.008355,0.001222,0.000776,0.000775,0.003717,0.002418,-0.000821,-0.003042
0.000521,0.000002,0.001246,0.003984,0.000372,-0.007741,-0.003295,-0.004637,0.001865,-0.006373,0.005499,0.001799,-0.000196,0.004239,0.004288,-0.000005,-0.001845
-0.000244,-0.004898,0.001055,0.004427,0.000002,-0.011231,-0.003738,-0.004271,0.001814,-0.003460,0.009117,0.002934,-0.002149,0.005458,0.005993,0.000977,-0.000278
-0.001714,-0.014864,0.000782,0.003098,-0.000670,-0.014388,-0.004416,-0.003784,0.001195,-0.000841,0.009641,0.003531,-0.005144,0.007126,0.006724,0.003054,0.000167
