AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU12,AU14,AU15,AU17,AU20,AU23,AU25,AU26,AU45
-0.001698,0.019232,0.010519,0.000133,0.001769,-0.012153,0.002022,0.000339,0.000633,-0.003242,0.000158,-0.004484,-0.001883,-0.012395,0.007665,0.001493,0.004817
-0.001963,0.020447,0.010843,0.000683,0.001759,-0.012222,0.000908,-0.000066,-0.000330,-0.002996,0.000507,-0.003223,-0.001710,-0.011220,0.009190,0.002860,0.004324
-0.002206,0.021102,0.010731,0.001214,0.001725,-0.011816,-0.000165,-0.000590,-0.001275,-0.003075,0.000837,-0.001757,-0.001540,-0.009584,0.010027,0.003676,0.003617
-0.002904,0.020920,0.009994,0.001519,0.001424,-0.010802,-0.001029,-0.001086,-0.002304,-0.003104,0.000881,-0.000229,-0.000848,-0.007936,0.010734,0.005240,0.002770
-0.003631,0.020211,0.008678,0.001820,0.001038,-0.009750,-0.002313,-0.001961,-0.003249,-0.003084,0.000927,0.001126,-0.000970,-0.006549,0.011463,0.007552,0.001688
-0.004450,0.018009,0.007333,0.001912,0.000730,-0.008990,-0.003088,-0.002865,-0.003984,-0.002411,0.002743,0.002203,-0.001661,-0.005128,0.012238,0.009682,-0.000262
-0.005163,0.015740,0.005959,0.002016,0.000383,-0.008165,-0.003828,-0.003616,-0.004554,-0.001735,0.004424,0.003246,-0.002290,-0.003674,0.012858,0.010904,-0.002633
-0.005119,0.013643,0.004482,0.003812,0.000238,-0.007282,-0.004211,-0.003753,-0.003748,-0.001424,0.005081,0.004796,-0.002938,-0.002288,0.013803,0.011144,-0.005175
-0.004502,0.013527,0.002768,0.006290,0.000123,-0.006139,-0.004315,-0.003560,-0.002822,-0.001081,0.003438,0.006269,-0.003519,-0.000861,0.014400,0.011201,-0.007919
-0.003594,0.013424,0.001048,0.008863,0.000801,-0.004664,-0.003776,-0.002812,-0.001214,0.000659,-0.000251,0.006658,-0.004032,0.001305,0.015921,0.010297,-0.010467
-0.002692,0.012800,0.000729,0.010964,0.001729,-0.003162,-0.003189,-0.001287,0.002994,0.002472,-0.003814,0.004394,-0.004544,0.003806,0.018015,0.009412,-0.012658
-0.001544,0.011503,0.000295,0.013161,0.002743,-0.000657,-0.002567,0.001465,0.007963,0.005277,-0.007476,0.001969,-0.004728,0.006349,0.020038,0.010447,-0.014667
-0.000413,0.008917,-0.001188,0.015732,0.005203,0.001827,-0.001455,0.004298,0.014714,0.007915,-0.011764,-0.000200,-0.003277,0.008847,0.021809,0.011355,-0.016732
0.001273,0.006161,-0.002713,0.018059,0.008728,0.004262,0.000087,0.006946,0.022618,0.010383,-0.016216,-0.002873,-0.001895,0.012141,0.024480,0.012428,-0.019578
0.003068,0.003321,-0.003276,0.020437,0.011925,0.006649,0.002137,0.011792,0.032474,0.014198,-0.020269,-0.005482,-0.001746,0.015509,0.027953,0.013247,-0.022705
0.004578,0.000695,-0.003960,0.021941,0.015035,0.008324,0.004031,0.017427,0.041824,0.018038,-0.024018,-0.008265,-0.001576,0.018878,0.030572,0.013560,-0.026372
0.005659,-0.002086,-0.003342,0.024368,0.019145,0.010865,0.007726,0.024463,0.050974,0.023668,-0.026867,-0.011362,0.001371,0.021322,0.032747,0.012779,-0.029227
0.007864,-0.003155,-0.002419,0.026930,0.023909,0.014435,0.011414,0.031741,0.059186,0.029087,-0.029151,-0.015677,0.004206,0.023591,0.034333,0.011635,-0.031623
0.010020,-0.007066,-0.001212,0.028926,0.028612,0.017982,0.016042,0.038461,0.066519,0.034006,-0.032041,-0.018881,0.006786,0.025277,0.036163,0.010899,-0.033485
0.012570,-0.009724,-0.000123,0.029871,0.033354,0.025080,0.020667,0.045416,0.072725,0.038415,-0.034817,-0.021774,0.008400,0.027961,0.038148,0.011733,-0.034277
0.013958,-0.011666,0.000584,0.029556,0.037652,0.031486,0.024841,0.051239,0.077924,0.042185,-0.036267,-0.024279,0.008658,0.030502,0.039670,0.013533,-0.033441
0.016024,-0.013075,0.003104,0.019619,0.044255,0.043241,0.029491,0.056720,0.081833,0.045398,-0.036202,-0.026364,0.008469,0.032806,0.040720,0.015648,-0.025471
0.017670,-0.013751,0.006371,0.010009,0.051851,0.055904,0.033737,0.061144,0.085003,0.046338,-0.035081,-0.028218,0.009589,0.034172,0.042928,0.019337,-0.008807
0.019904,-0.014247,0.009342,0.003900,0.058848,0.066826,0.037238,0.065475,0.088491,0.047579,-0.032783,-0.031151,0.010241,0.030002,0.045684,0.022506,0.013161
