AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU12,AU14,AU15,AU17,AU20,AU23,AU25,AU26,AU45
-0.415108,-0.553943,-0.071766,-0.069304,-0.175876,-0.009965,0.017129,-0.117683,-0.031505,0.029266,-0.035310,-0.092858,-0.101386,-0.126992,-0.036904,0.024856,-0.015836
-0.418768,-0.574778,-0.067214,-0.080394,-0.179797,-0.001782,0.021081,-0.126985,-0.032533,0.043888,-0.045940,-0.094041,-0.095908,-0.122633,-0.054824,0.006301,-0.019619
-0.358564,-0.497031,-0.056216,-0.084839,-0.157432,0.002993,0.026262,-0.116684,-0.027934,0.065048,-0.029887,-0.063916,-0.077527,-0.102085,-0.073254,0.001198,-0.021523
-0.247196,-0.351064,-0.042492,-0.078223,-0.106188,0.019872,0.032776,-0.076772,-0.014028,0.092208,-0.009146,-0.030388,-0.042822,-0.068068,-0.088251,-0.001720,-0.020562
-0.109974,-0.165936,-0.017215,-0.059570,-0.044990,0.038636,0.034546,-0.032133,-0.000994,0.114095,-0.000044,-0.003784,-0.009534,-0.026756,-0.107498,-0.011188,-0.017469
-0.001367,-0.021321,0.002364,-0.026197,0.000026,0.057307,0.031077,-0.000105,0.010297,0.137938,0.007486,0.017840,0.035251,0.002418,-0.111500,-0.025743,-0.012096
0.000635,-0.002493,0.007469,-0.015389,0.010189,0.071946,0.025454,0.022263,0.033649,0.146259,0.030095,0.006258,0.060321,0.000027,-0.101739,-0.045983,-0.000919
-0.001364,0.000364,0.003446,-0.010538,0.017239,0.077288,0.022508,0.063547,0.055395,0.150139,0.035828,0.000666,0.079704,0.000074,-0.075665,-0.031657,0.003610
-0.014364,-0.000000,0.000389,-0.003864,0.022332,0.085476,0.019621,0.072119,0.070109,0.138863,0.018012,-0.006423,0.092427,0.003184,-0.040987,-0.018555,0.012087
-0.031484,-0.010905,0.000701,-0.000896,0.008929,0.096005,0.021880,0.082878,0.080937,0.120786,0.001560,-0.043474,0.080163,-0.000680,0.001563,-0.012621,0.018487
-0.044589,-0.046711,0.000267,-0.000716,0.000916,0.143530,0.021054,0.080949,0.110754,0.037500,-0.006121,-0.125269,0.028815,-0.035671,0.094647,-0.031205,0.022569
-0.074814,-0.068160,-0.000060,-0.002681,0.004354,0.206772,0.019047,0.086893,0.137305,0.000595,-0.008625,-0.215752,0.001605,-0.101482,0.221024,-0.042017,0.031875
-0.128410,-0.080567,0.000062,-0.003968,0.024870,0.262996,-0.013035,0.102428,0.150057,-0.000206,-0.009499,-0.307851,-0.003935,-0.161548,0.334555,-0.040243,0.038386
-0.171486,-0.080303,0.001356,0.000847,0.045454,0.293182,-0.056619,0.102080,0.143098,-0.003282,-0.011465,-0.375439,-0.015325,-0.118583,0.378814,-0.008983,0.049279
-0.183937,-0.070988,0.005727,0.013511,0.059211,0.286220,-0.111915,0.085955,0.123784,-0.000859,-0.012013,-0.404695,-0.011762,-0.044494,0.358353,0.000095,0.056703
