AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU12,AU14,AU15,AU17,AU20,AU23,AU25,AU26,AU45
-0.018113,0.027866,-0.022039,0.065732,-0.003530,0.005210,-0.015089,-0.014062,-0.008312,-0.055241,-0.036003,-0.049536,-0.010590,-0.105112,-0.000693,-0.005320,-0.024160
-0.013406,0.033553,-0.010400,0.057818,-0.002509,0.015911,-0.012253,-0.016171,-0.010548,-0.055509,-0.035979,-0.059524,-0.006876,-0.106735,-0.001089,-0.003005,-0.030279
-0.007888,0.034357,-0.002801,0.044081,-0.002660,0.018020,-0.004607,-0.001334,-0.010795,-0.050808,-0.026405,-0.061910,-0.003374,-0.092427,-0.001334,-0.000290,-0.033873
-0.002765,0.022811,-0.001484,0.026659,-0.002113,0.017204,0.000135,0.001259,-0.008266,-0.037467,-0.021426,-0.064382,-0.000752,-0.064704,-0.002935,0.000039,-0.032627
-0.000582,0.004410,-0.000591,0.006570,-0.003239,0.015002,0.011271,0.009256,-0.004929,-0.019197,-0.011917,-0.056983,0.002863,-0.036861,-0.005377,0.001211,-0.028185
0.002938,-0.000126,0.000034,-0.000682,-0.003838,0.013095,0.032824,0.021142,-0.003067,-0.004617,-0.001811,-0.037430,0.013167,-0.012944,-0.007087,0.000487,-0.020272
0.003271,-0.023774,0.003974,-0.031590,-0.009110,0.008529,0.038030,0.023090,-0.008997,-0.012162,-0.002246,-0.003508,0.026776,-0.023644,-0.007742,-0.000596,-0.009230
0.004698,-0.033420,0.005528,-0.037469,-0.016789,0.004152,0.046148,0.019124,-0.018645,-0.020795,-0.000186,0.004811,0.034973,-0.032899,-0.007227,0.000007,-0.001053
0.000563,-0.038685,0.003838,-0.030300,-0.022272,0.000001,0.049885,0.009797,-0.032888,-0.023468,0.008296,0.022963,0.034709,-0.038485,-0.005878,0.001941,0.000005
0.000072,-0.039332,0.001041,-0.021773,-0.029373,-0.000046,0.045929,0.000410,-0.044188,-0.022090,0.026620,0.043903,0.029455,-0.040898,-0.003807,0.006920,0.000258
-0.001664,-0.044956,-0.000272,-0.025398,-0.032776,-0.003447,0.035745,-0.014981,-0.050197,-0.017938,0.041098,0.061856,0.025612,-0.040120,-0.001516,0.011739,0.001380
-0.005418,-0.043438,-0.001952,-0.025278,-0.033167,-0.007711,0.024139,-0.023188,-0.049647,-0.017123,0.056106,0.070939,0.024467,-0.029831,-0.000115,0.012785,0.001416
-0.008579,-0.028505,-0.008290,-0.004649,-0.026613,-0.012839,0.008166,-0.020435,-0.039728,-0.012492,0.053535,0.068679,0.018839,-0.015008,-0.000004,0.010789,0.003548
-0.006383,-0.006948,-0.019374,-0.000004,-0.008660,-0.000521,0.000725,-0.011199,-0.023165,-0.005040,0.038121,0.056037,0.007793,-0.001071,-0.000979,0.010377,0.003727
-0.000514,0.000771,-0.024881,0.004828,-0.000057,0.002064,-0.002799,-0.001184,-0.005672,0.000585,0.016871,0.033178,0.000097,0.006119,0.000001,0.004156,0.001442
0.000426,0.002731,-0.016808,0.012279,0.006485,0.011112,-0.018434,0.001583,0.001772,0.000879,0.000682,0.020463,-0.002249,0.019883,0.000401,0.000171,0.000947
0.006548,0.005998,-0.003486,0.017634,0.028401,0.023546,-0.019131,0.014306,0.018083,0.000880,-0.015214,0.006005,-0.007452,0.033936,0.011405,0.001021,0.000806
0.014816,0.015242,0.005062,0.007197,0.047566,0.038081,-0.009696,0.033617,0.036939,0.003092,-0.023717,-0.000045,-0.016273,0.040296,0.025357,0.008607,-0.000001
0.019068,0.022281,0.024130,-0.000040,0.059561,0.035298,-0.002781,0.049185,0.054875,0.006456,-0.029481,-0.008819,-0.025465,0.043404,0.036581,0.017559,-0.000927
0.002058,0.011230,0.032590,-0.004714,0.067690,0.020733,0.001850,0.055952,0.070761,0.013859,-0.024647,-0.017091,-0.024301,0.040092,0.045354,0.016930,-0.003114
-0.002533,0.000353,0.026252,-0.007410,0.069097,0.009781,0.013371,0.059167,0.079875,0.020924,-0.016958,-0.024925,-0.011132,0.037462,0.046689,0.008399,-0.004910
-0.019737,-0.002996,0.032891,-0.001314,0.070115,0.001165,0.020128,0.054713,0.083492,0.026079,-0.007857,-0.025625,-0.001030,0.034798,0.039347,-0.000062,-0.001231
-0.036824,-0.007001,0.033242,-0.000025,0.076500,0.005530,0.024337,0.051782,0.088098,0.027044,-0.000109,-0.022241,0.000008,0.033776,0.025479,-0.007521,0.000354
-0.049073,-0.018075,0.033035,-0.000039,0.075906,0.017497,0.021749,0.048257,0.090684,0.024954,0.004074,-0.027315,0.000100,0.035654,0.015609,-0.024664,0.003482
-0.057875,-0.036635,0.017762,-0.000248,0.068706,0.038438,0.013255,0.037774,0.087454,0.021147,0.011429,-0.029191,-0.000977,0.036733,0.006175,-0.039581,0.004064
-0.057929,-0.058329,0.001340,-0.015850,0.070298,0.044544,0.004236,0.019309,0.087554,0.015141,0.007693,-0.017243,-0.008423,0.034090,0.006924,-0.041261,0.004386
-0.053306,-0.065414,-0.000590,-0.043051,0.065913,0.055362,-0.000000,0.003980,0.092917,0.013411,0.002107,-0.009900,-0.020251,0.026488,0.007999,-0.032275,0.004462
-0.048705,-0.070627,-0.008876,-0.082973,0.062674,0.053797,-0.007701,-0.001221,0.098942,0.008725,-0.000644,-0.009963,-0.033569,0.017646,0.009554,-0.018980,0.004920
-0.049267,-0.067393,-0.014510,-0.107005,0.063603,0.048917,-0.009760,-0.000305,0.098433,0.003052,-0.006964,-0.009195,-0.035215,0.007709,0.020338,-0.018126,0.005594
-0.043911,-0.056833,-0.032038,-0.113264,0.058576,0.039064,-0.013137,0.002413,0.095924,0.003556,-0.015096,-0.006512,-0.030860,0.004992,0.033282,-0.013168,0.005883
-0.034237,-0.050105,-0.024221,-0.102361,0.055649,0.025578,-0.014938,0.004897,0.085060,0.006741,-0.014821,-0.007074,-0.022678,0.006178,0.040364,-0.015923,0.008146
-0.024980,-0.042338,-0.008748,-0.082594,0.061088,0.032716,-0.009231,0.009508,0.083250,0.008659,-0.008144,-0.010734,-0.020220,0.008382,0.044047,-0.018006,0.009644
