AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU12,AU14,AU15,AU17,AU20,AU23,AU25,AU26,AU45
0.000549,0.000279,0.000249,-0.000949,0.001818,0.001992,0.000385,0.001219,0.003025,-0.000342,-0.000164,-0.000500,-0.000141,-0.001391,0.003040,0.000291,-0.000125
0.000523,0.000245,0.000354,-0.000973,0.001985,0.002169,0.000363,0.001355,0.003270,-0.000437,-0.000114,-0.000583,-0.000137,-0.001453,0.003570,0.000435,-0.000184
0.000482,0.000191,0.000482,-0.000963,0.002123,0.002325,0.000342,0.001482,0.003467,-0.000534,-0.000048,-0.000661,-0.000142,-0.001511,0.004094,0.000583,-0.000250
0.000421,0.000125,0.000620,-0.000914,0.002224,0.002456,0.000316,0.001594,0.003609,-0.000632,0.000033,-0.000741,-0.000138,-0.001561,0.004597,0.000728,-0.000325
0.000343,0.000051,0.000764,-0.000836,0.002288,0.002562,0.000283,0.001680,0.003689,-0.000727,0.000126,-0.000828,-0.000122,-0.001596,0.005070,0.000866,-0.000407
0.000249,-0.000027,0.000896,-0.000723,0.002315,0.002633,0.000245,0.001737,0.003700,-0.000822,0.000231,-0.000917,-0.000093,-0.001599,0.005498,0.001001,-0.000492
0.000141,-0.000106,0.001027,-0.000598,0.002303,0.002647,0.000201,0.001761,0.003634,-0.000909,0.000337,-0.000993,-0.000033,-0.001566,0.005839,0.001127,-0.000574
0.000023,-0.000177,0.001155,-0.000455,0.002247,0.002600,0.000150,0.001750,0.003481,-0.000974,0.000446,-0.001049,0.000052,-0.001482,0.006067,0.001247,-0.000650
-0.000102,-0.000250,0.001272,-0.000296,0.002142,0.002490,0.000089,0.001696,0.003243,-0.001012,0.000554,-0.001076,0.000139,-0.001345,0.006175,0.001361,-0.000719
-0.000232,-0.000321,0.001383,-0.000125,0.001991,0.002315,0.000025,0.001592,0.002916,-0.001023,0.000648,-0.001070,0.000222,-0.001155,0.006147,0.001473,-0.000785
-0.000367,-0.000391,0.001483,0.000056,0.001788,0.002092,-0.000039,0.001439,0.002496,-0.001008,0.000724,-0.001031,0.000301,-0.000913,0.005981,0.001573,-0.000845
-0.000504,-0.000462,0.001568,0.000237,0.001524,0.001827,-0.000098,0.001231,0.001983,-0.000972,0.000783,-0.000959,0.000377,-0.000622,0.005670,0.001661,-0.000895
-0.000641,-0.000546,0.001626,0.000418,0.001196,0.001518,-0.000162,0.000969,0.001366,-0.000915,0.000826,-0.000857,0.000452,-0.000294,0.005198,0.001719,-0.000930
-0.000782,-0.000655,0.001657,0.000585,0.000791,0.001163,-0.000226,0.000661,0.000653,-0.000834,0.000858,-0.000722,0.000517,0.000061,0.004550,0.001742,-0.000950
-0.000923,-0.000780,0.001673,0.000730,0.000320,0.000747,-0.000292,0.000312,-0.000159,-0.000730,0.000887,-0.000555,0.000585,0.000435,0.003716,0.001734,-0.000950
