AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU12,AU14,AU15,AU17,AU20,AU23,AU25,AU26,AU45
-0.003442,0.001670,-0.000009,0.007460,0.000308,-0.002398,-0.001982,-0.006631,0.002522,-0.000644,0.000350,-0.008517,0.002293,0.004715,0.014602,0.012975,-0.006548
-0.003065,0.001685,0.000107,0.005235,0.000876,-0.000721,-0.001208,-0.005131,0.004571,-0.000261,0.000558,-0.008340,0.003119,0.005113,0.016462,0.014800,-0.005592
-0.003205,0.001268,0.000537,0.001775,0.002299,0.000072,-0.000383,-0.003660,0.007253,-0.000054,0.000124,-0.008043,0.004145,0.001386,0.019332,0.017195,-0.003957
-0.003522,0.000923,0.001167,0.000257,0.004277,0.001451,-0.000033,-0.000987,0.010723,0.000001,-0.000017,-0.008553,0.005331,0.000167,0.023271,0.019772,-0.002382
-0.004056,0.000256,0.001082,0.000007,0.006550,0.004143,0.000013,0.000002,0.014753,0.000089,-0.000373,-0.008904,0.006236,-0.000223,0.028642,0.022898,-0.001111
-0.005113,0.000013,0.001003,-0.000104,0.009292,0.008179,0.000161,0.000941,0.019206,0.000925,-0.000983,-0.008309,0.006764,-0.001529,0.034988,0.025949,-0.000297
-0.006149,0.000115,0.001180,-0.000613,0.012346,0.013115,0.000466,0.003035,0.024316,0.002222,-0.001715,-0.007597,0.007171,-0.003450,0.042697,0.030475,-0.000000
-0.007062,0.000391,0.001355,-0.002689,0.015541,0.019674,0.001229,0.006334,0.029514,0.003859,-0.002868,-0.007363,0.007823,-0.005919,0.050676,0.035424,0.000197
-0.007124,0.000622,0.001521,-0.006565,0.019510,0.026774,0.002055,0.010597,0.035668,0.006130,-0.004078,-0.007088,0.009021,-0.008448,0.059241,0.039273,0.000753
-0.006213,0.001001,0.001701,-0.011176,0.023549,0.033851,0.003010,0.016204,0.041950,0.008533,-0.005014,-0.007331,0.010086,-0.011538,0.067325,0.042201,0.001631
-0.005215,0.001244,0.002029,-0.016174,0.027502,0.038840,0.003700,0.022304,0.048346,0.011086,-0.005890,-0.007998,0.010982,-0.014627,0.074484,0.044450,0.003629
-0.004264,0.000730,0.002342,-0.021381,0.031310,0.043400,0.003376,0.028945,0.054373,0.013615,-0.007462,-0.009004,0.011596,-0.017590,0.080840,0.045616,0.006056
-0.003652,0.000066,0.002157,-0.026579,0.035292,0.048318,0.003122,0.035500,0.060258,0.016611,-0.008975,-0.010040,0.011999,-0.020335,0.085556,0.046033,0.008790
-0.003344,-0.000292,0.001975,-0.030776,0.039090,0.052722,0.003146,0.041879,0.065366,0.019650,-0.010049,-0.010813,0.011226,-0.022663,0.088486,0.045802,0.011538
-0.002942,-0.001362,0.002448,-0.033867,0.042800,0.057649,0.003616,0.048628,0.070598,0.022531,-0.010524,-0.011434,0.009181,-0.024680,0.089945,0.044847,0.014536
-0.002497,-0.004044,0.003631,-0.036049,0.045801,0.059938,0.003843,0.053499,0.074592,0.023536,-0.010844,-0.012343,0.006577,-0.026351,0.089927,0.043513,0.015835
-0.001752,-0.006815,0.004902,-0.036650,0.048247,0.061309,0.003049,0.056076,0.077713,0.024016,-0.009794,-0.013646,0.002847,-0.027044,0.089805,0.042090,0.016292
-0.001575,-0.010503,0.006129,-0.036510,0.050172,0.061244,0.002318,0.058443,0.079678,0.024287,-0.008650,-0.015262,0.000890,-0.026705,0.088416,0.040124,0.016110
-0.001504,-0.012403,0.006933,-0.034291,0.051887,0.060302,0.001794,0.059878,0.080654,0.024666,-0.007500,-0.016711,0.000413,-0.025935,0.086412,0.037461,0.015341
-0.001827,-0.015111,0.006621,-0.031165,0.053326,0.058336,0.001326,0.060436,0.081106,0.024335,-0.005943,-0.018390,0.000382,-0.024325,0.084121,0.034159,0.013914
-0.002287,-0.017520,0.006135,-0.027371,0.054135,0.056640,0.001001,0.060098,0.080766,0.024120,-0.004295,-0.020105,0.000357,-0.022409,0.082107,0.029202,0.011960
-0.002798,-0.019835,0.005125,-0.022480,0.053840,0.053779,0.001187,0.060494,0.079174,0.025006,-0.002590,-0.021517,0.000043,-0.020583,0.078949,0.024627,0.009785
-0.003412,-0.021827,0.003448,-0.016584,0.052725,0.049342,0.001357,0.060228,0.077091,0.025697,-0.000555,-0.022550,-0.000050,-0.018328,0.074514,0.020290,0.007043
-0.003932,-0.023143,0.001976,-0.011267,0.050295,0.044262,0.001234,0.058524,0.073485,0.025834,-0.000003,-0.023561,-0.000290,-0.015647,0.068854,0.016138,0.004742
-0.003633,-0.020895,0.001735,-0.007466,0.047622,0.040638,0.001025,0.055882,0.069160,0.025087,0.000356,-0.024833,-0.000642,-0.011784,0.061787,0.011975,0.003902
-0.003437,-0.018509,0.001770,-0.004585,0.044261,0.037382,0.000972,0.052582,0.064340,0.024479,0.001419,-0.026023,-0.001272,-0.008034,0.053683,0.008074,0.003000
-0.002507,-0.015570,0.002036,-0.002773,0.040058,0.034614,0.000711,0.048659,0.059476,0.024005,0.003632,-0.026801,-0.002192,-0.004808,0.045027,0.004594,0.002256
-0.001790,-0.013570,0.001907,-0.001405,0.035557,0.029030,0.000612,0.044360,0.054315,0.023796,0.007064,-0.027245,-0.002847,-0.002262,0.035641,0.001879,0.001646
-0.001029,-0.010966,0.001799,-0.000590,0.030940,0.023566,0.000528,0.039688,0.049504,0.023634,0.011197,-0.026924,-0.003022,-0.000397,0.027050,0.000178,0.000849
-0.000748,-0.009675,0.001939,-0.000500,0.027087,0.022433,0.000846,0.035474,0.045310,0.022834,0.014114,-0.026240,-0.002863,-0.000047,0.019932,-0.000633,0.000422
-0.000277,-0.006772,0.002507,-0.000376,0.023946,0.022314,0.001258,0.031990,0.041381,0.022143,0.016612,-0.025554,-0.003230,0.000120,0.014473,-0.004018,0.000037
-0.000088,-0.006212,0.001849,-0.000001,0.020336,0.021953,0.001409,0.029334,0.036659,0.020650,0.018418,-0.023919,-0.003781,0.000749,0.010497,-0.007656,-0.000000
-0.000006,-0.005310,0.001218,0.001346,0.017163,0.020452,0.001857,0.026648,0.032032,0.019165,0.019153,-0.021371,-0.004533,0.001396,0.007474,-0.012355,-0.000156
0.000003,-0.003677,0.000745,0.004907,0.014135,0.015652,0.001901,0.023736,0.027998,0.015671,0.019082,-0.019615,-0.004954,0.001269,0.005584,-0.011265,-0.000448
0.000063,-0.001678,0.000367,0.006415,0.011317,0.012514,0.002509,0.021046,0.024227,0.012263,0.018395,-0.017934,-0.004331,0.000882,0.004065,-0.010209,-0.000997
0.000388,-0.000626,0.000108,0.006081,0.009301,0.010661,0.002628,0.018456,0.021320,0.009715,0.017439,-0.016152,-0.002996,0.000471,0.003593,-0.010111,-0.001741
0.001369,-0.000022,-0.000002,0.005056,0.007343,0.008042,0.002525,0.016237,0.018534,0.007249,0.016650,-0.014042,-0.002501,0.000012,0.003207,-0.010250,-0.002727
0.002582,0.000151,-0.000163,0.003724,0.005238,0.005506,0.002059,0.014122,0.015888,0.005656,0.014719,-0.011999,-0.001916,-0.000188,0.003283,-0.010201,-0.002060
0.004761,0.000565,-0.000941,0.002357,0.003347,0.002931,0.001048,0.012100,0.013262,0.004225,0.011735,-0.010006,-0.001096,-0.000790,0.003615,-0.009987,-0.001195
0.006146,0.001428,-0.002799,0.001138,0.001645,0.001632,0.000313,0.009293,0.010967,0.003240,0.009282,-0.007829,-0.000130,-0.001713,0.004425,-0.009628,-0.000525
0.007646,0.002137,-0.005208,0.000526,0.000639,0.000421,0.000031,0.006627,0.008785,0.002068,0.007149,-0.005635,0.000168,-0.002686,0.004795,-0.009078,-0.000221
0.009079,0.003599,-0.006531,0.000004,0.000011,0.000111,-0.000011,0.004800,0.007032,0.001061,0.005486,-0.003686,0.000465,-0.003835,0.004466,-0.008463,-0.000063
0.010607,0.004698,-0.006374,-0.000153,-0.000502,-0.000006,-0.000184,0.003395,0.005419,0.000649,0.004176,-0.002025,0.000824,-0.005104,0.003938,-0.007422,-0.000004
0.012478,0.006476,-0.005805,-0.000091,-0.001295,-0.000122,-0.000609,0.002058,0.003959,0.000515,0.003305,-0.000819,0.000560,-0.006427,0.003938,-0.006274,0.000020
0.012569,0.007149,-0.004665,-0.000010,-0.001998,-0.000152,-0.001002,0.001037,0.002604,0.000115,0.002192,-0.000194,0.000464,-0.007440,0.003369,-0.006411,0.000082
0.012011,0.006380,-0.002381,0.000001,-0.002407,-0.000109,-0.001218,0.000299,0.001424,-0.000000,0.001155,0.000008,0.000770,-0.008374,0.002279,-0.006367,0.000364
0.010966,0.003914,-0.001832,0.000046,-0.002440,-0.000344,-0.000951,0.000123,0.000619,-0.000267,0.000509,0.000281,0.001343,-0.008841,0.000892,-0.005836,0.000437
0.009543,0.002093,-0.000230,0.000164,-0.002125,-0.000348,-0.000519,0.000008,0.000165,-0.000921,0.000095,0.001137,0.002062,-0.009143,0.000286,-0.005779,0.000383
0.008040,0.000643,-0.000284,0.000340,-0.002243,-0.000195,-0.000029,0.000011,-0.000003,-0.001064,-0.000014,0.002566,0.002080,-0.009579,0.000018,-0.005910,0.000231
0.006255,-0.000000,-0.000247,0.000675,-0.002214,-0.000001,0.000171,0.000036,-0.000211,-0.001200,-0.000086,0.004463,0.001967,-0.010056,-0.000051,-0.006051,0.000029
0.004624,-0.000722,-0.000229,0.001248,-0.002462,0.000175,0.000670,-0.000006,-0.000966,-0.001517,-0.000121,0.006583,0.002279,-0.009841,-0.000298,-0.006024,-0.000018
0.005105,-0.000184,-0.000009,0.001595,-0.002252,0.001125,0.001380,-0.000104,-0.002315,-0.002092,-0.000133,0.007621,0.002197,-0.007880,-0.000833,-0.005977,0.000063
0.004976,0.000001,0.000259,0.001522,-0.002106,0.003068,0.002218,-0.000203,-0.003921,-0.003025,-0.000165,0.008652,0.002196,-0.005197,-0.001510,-0.005667,0.000685
0.004823,0.000200,0.000263,0.000884,-0.002156,0.004717,0.002681,-0.000419,-0.005134,-0.003630,-0.000168,0.009103,0.001834,-0.003103,-0.002268,-0.005214,0.002090
0.004310,0.000524,0.000382,0.000582,-0.002209,0.005657,0.003096,-0.000905,-0.006351,-0.003715,0.000007,0.009285,0.001866,-0.001731,-0.003634,-0.004960,0.004088
0.004042,0.001323,0.000505,0.000278,-0.002170,0.006381,0.003450,-0.001790,-0.007342,-0.003084,0.000315,0.009602,0.002730,-0.000743,-0.005697,-0.004524,0.005575
0.003453,0.002387,0.001074,0.000073,-0.002198,0.009398,0.004679,-0.002171,-0.007742,-0.002048,0.001039,0.009645,0.003655,-0.000244,-0.007971,-0.005696,0.006686
0.003479,0.005026,0.002314,0.000072,-0.001667,0.014194,0.006066,-0.002518,-0.008254,-0.000883,0.002091,0.009696,0.003553,-0.000094,-0.010613,-0.006746,0.006902
0.003147,0.006433,0.003772,0.000451,-0.001003,0.018225,0.007522,-0.002584,-0.009294,-0.000176,0.003545,0.009949,0.003100,0.000022,-0.013166,-0.007073,0.008190
0.003435,0.007208,0.005202,0.002375,-0.000441,0.021360,0.009651,-0.002561,-0.010239,-0.000062,0.004661,0.010180,0.002735,0.000481,-0.015912,-0.007781,0.008640
0.003563,0.007647,0.006171,0.004467,-0.000214,0.018649,0.010913,-0.002807,-0.010889,-0.000116,0.005204,0.009364,0.002173,0.000833,-0.018541,-0.008460,0.009150
0.002554,0.008653,0.006361,0.005950,-0.000060,0.016804,0.010865,-0.003051,-0.011286,-0.000236,0.005786,0.009209,0.002030,0.001208,-0.021170,-0.009496,0.009414
0.002129,0.008670,0.007107,0.007133,0.000000,0.013581,0.010356,-0.003328,-0.011685,-0.000344,0.006104,0.008897,0.001742,0.001397,-0.023725,-0.010749,0.009710
0.001448,0.009188,0.007354,0.007620,0.000222,0.010810,0.009740,-0.002887,-0.011684,-0.000611,0.006450,0.007177,0.000767,0.001342,-0.025989,-0.012009,0.009780
0.000707,0.007908,0.007368,0.007215,0.000675,0.009187,0.008980,-0.002325,-0.011335,-0.000521,0.005259,0.005668,0.000160,0.001644,-0.026373,-0.012936,0.010118
0.000558,0.007160,0.006780,0.006446,0.001010,0.007167,0.007323,-0.001937,-0.010858,-0.000250,0.003909,0.004396,-0.000001,0.002289,-0.026363,-0.011984,0.010681
0.000279,0.006585,0.006039,0.005556,0.000942,0.005770,0.005688,-0.002016,-0.010385,-0.000012,0.002073,0.003859,-0.000036,0.003228,-0.024549,-0.010716,0.011227
0.000316,0.006820,0.005774,0.004783,0.001042,0.004689,0.005305,-0.002065,-0.009918,0.000010,0.000710,0.003720,0.000091,0.004213,-0.022764,-0.009357,0.011511
0.000509,0.007906,0.005284,0.002790,0.000625,0.005117,0.004800,-0.001794,-0.009567,0.000005,0.000079,0.003545,0.000272,0.005141,-0.021183,-0.007691,0.011342
0.000716,0.009213,0.004677,0.001139,0.000323,0.005083,0.003982,-0.001299,-0.009075,0.000002,-0.000011,0.003247,0.000495,0.006024,-0.019131,-0.005813,0.011136
0.001218,0.010049,0.003962,0.000723,0.000149,0.004903,0.003109,-0.001284,-0.008518,0.000128,-0.000268,0.002816,0.000728,0.006431,-0.016637,-0.002935,0.011324
0.001038,0.010354,0.003854,0.000206,0.000013,0.004149,0.002194,-0.001885,-0.007785,0.000137,-0.000892,0.002128,0.000984,0.006436,-0.013239,-0.001608,0.011315
0.000715,0.008707,0.004839,-0.000000,-0.000034,0.003020,0.001243,-0.002958,-0.007011,0.000457,-0.001763,0.001441,0.001607,0.004893,-0.010181,-0.000740,0.011956
0.000405,0.007109,0.004077,-0.000228,-0.000284,0.001319,0.000518,-0.003172,-0.006245,0.000910,-0.002230,0.000723,0.002076,0.003413,-0.007717,-0.000088,0.011893
0.000010,0.005584,0.005453,-0.000745,-0.000775,0.000335,0.000221,-0.003256,-0.006204,0.000962,-0.002705,0.000368,0.002695,0.002217,-0.005229,0.000183,0.011706
-0.000297,0.003355,0.004295,-0.001509,-0.001850,0.000002,0.000074,-0.003703,-0.006445,0.000888,-0.003863,0.000111,0.001627,0.001200,-0.003284,0.001212,0.011304
-0.001890,0.001111,0.003774,-0.002467,-0.003149,0.000002,0.000009,-0.004306,-0.006924,0.000832,-0.005481,0.000282,0.000792,0.000400,-0.002012,0.002603,0.010729
-0.005072,0.000012,0.002648,-0.003844,-0.004868,-0.000073,-0.000084,-0.005924,-0.007440,0.000508,-0.007162,0.000667,0.000187,0.000002,-0.001396,0.003203,0.010307
-0.006730,-0.000489,0.001606,-0.005572,-0.006524,-0.000412,-0.000587,-0.007577,-0.008818,0.000277,-0.009049,0.000659,-0.000028,-0.000094,-0.000892,0.003734,0.010002
-0.008120,-0.001566,0.000964,-0.006794,-0.008234,-0.000604,-0.001143,-0.008896,-0.010433,-0.000004,-0.010759,0.000955,-0.000068,-0.000124,-0.000741,0.004456,0.010172
-0.009396,-0.003383,0.000046,-0.008162,-0.009671,-0.001069,-0.002132,-0.010049,-0.012254,-0.000576,-0.012246,0.001604,-0.000065,-0.000029,-0.000603,0.005216,0.010554
-0.009311,-0.005073,-0.000114,-0.009959,-0.010995,-0.000269,-0.003260,-0.011995,-0.014054,-0.001877,-0.012201,0.003118,-0.000004,0.000086,-0.000505,0.004901,0.011215
-0.008939,-0.006911,-0.000812,-0.011267,-0.012172,0.000000,-0.004536,-0.014590,-0.015984,-0.003115,-0.011449,0.004858,0.000276,0.000633,-0.000703,0.004881,0.011707
-0.008377,-0.007442,-0.000718,-0.012069,-0.013142,0.000293,-0.004546,-0.017053,-0.017892,-0.003750,-0.010547,0.006604,0.001138,0.001500,-0.001063,0.004695,0.011463
-0.007304,-0.006878,-0.000074,-0.011244,-0.013829,0.000707,-0.004315,-0.018822,-0.020228,-0.004591,-0.009899,0.008101,0.002590,0.002002,-0.001234,0.004805,0.010954
-0.006328,-0.006213,0.000158,-0.008633,-0.013719,0.000393,-0.004555,-0.020592,-0.022122,-0.005233,-0.009849,0.009229,0.004063,0.002214,-0.001674,0.004542,0.010665
-0.005334,-0.006855,0.000784,-0.006711,-0.012883,0.000082,-0.004772,-0.022044,-0.023842,-0.006066,-0.009195,0.009646,0.005915,0.002348,-0.002317,0.003704,0.009979
-0.004127,-0.007258,0.001423,-0.003772,-0.012217,-0.000127,-0.004862,-0.023927,-0.025188,-0.006231,-0.008367,0.009905,0.007574,0.002411,-0.003057,0.002373,0.008787
