AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU12,AU14,AU15,AU17,AU20,AU23,AU25,AU26,AU45
-0.005522,-0.045362,0.005957,-0.043583,-0.000067,0.010138,0.013428,-0.012293,0.002902,-0.010503,-0.011632,-0.007170,-0.012073,-0.004107,0.023046,-0.016676,-0.003949
-0.012785,-0.040752,0.000404,-0.058749,0.000057,0.008103,0.014140,-0.008311,0.006947,-0.012791,-0.015372,-0.009228,-0.024372,-0.002885,0.026202,-0.007259,0.000022
-0.020401,-0.025395,-0.000446,-0.066918,0.000195,0.013586,0.012191,-0.004234,0.010304,-0.017228,-0.008674,-0.014360,-0.035548,-0.001636,0.027819,-0.001317,0.001876
-0.016076,-0.007671,-0.001549,-0.065599,0.000415,0.019488,0.007120,-0.000994,0.009828,-0.020948,-0.002953,-0.018905,-0.036922,0.000608,0.019794,0.000004,0.004879
-0.010577,-0.000000,-0.000719,-0.048751,0.000585,0.021792,0.000006,-0.000356,0.008191,-0.019391,-0.000005,-0.020752,-0.028957,0.004103,0.009336,0.001839,0.009669
-0.004858,0.004192,0.000137,-0.017248,-0.000018,0.019963,-0.001155,0.000147,0.009254,-0.001696,0.004519,-0.009586,-0.006548,0.013631,-0.000126,0.010312,0.016454
-0.001053,0.011949,-0.000429,-0.001851,-0.001003,0.009020,-0.014306,-0.004343,0.010232,0.001430,0.000428,-0.000238,0.000019,0.025584,-0.022312,0.000721,0.022846
0.000161,0.003543,0.000410,0.006666,-0.000672,0.006010,-0.017130,-0.013199,0.011290,0.008088,-0.005961,0.004292,0.007061,0.035974,-0.037719,-0.009164,0.025291
0.002596,0.003069,0.004029,0.007348,0.000141,0.003507,-0.017113,-0.022596,0.022111,0.032533,-0.018496,0.008199,0.037607,0.045621,-0.048601,-0.025035,0.023710
0.005631,-0.000285,0.014193,0.015750,0.000118,-0.000003,-0.014187,-0.029483,0.038051,0.057760,-0.042435,0.009339,0.068948,0.057239,-0.051803,-0.035287,0.019392
-0.000168,0.000000,0.000090,0.028626,0.000006,-0.018727,-0.010186,-0.032163,0.055590,0.074348,-0.071888,0.029380,0.076969,0.064635,-0.051907,-0.048564,0.022313
-0.010757,0.001407,-0.006665,0.042870,-0.000053,-0.039978,-0.006753,-0.030028,0.074361,0.074200,-0.083249,0.046797,0.053425,0.071580,-0.043531,-0.054907,0.021929
