AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU12,AU14,AU15,AU17,AU20,AU23,AU25,AU26,AU45
0.001328,0.001986,-0.000852,-0.003585,0.003722,0.003276,0.001217,0.004182,0.004648,0.000711,-0.000080,-0.002575,-0.001983,-0.003396,0.005942,0.000739,0.000669
0.001534,0.002221,-0.001056,-0.003944,0.004000,0.003433,0.001245,0.004483,0.005017,0.000748,-0.000066,-0.002580,-0.002057,-0.003568,0.006323,0.000893,0.000737
0.001726,0.002429,-0.001259,-0.004263,0.004236,0.003532,0.001262,0.004734,0.005327,0.000773,-0.000046,-0.002521,-0.002100,-0.003673,0.006608,0.001056,0.000785
0.001900,0.002605,-0.001456,-0.004490,0.004419,0.003568,0.001276,0.004929,0.005563,0.000796,-0.000013,-0.002395,-0.002106,-0.003701,0.006788,0.001231,0.000808
0.002053,0.002728,-0.001635,-0.004619,0.004541,0.003518,0.001293,0.005051,0.005710,0.000810,0.000038,-0.002205,-0.002076,-0.003647,0.006851,0.001406,0.000807
0.002181,0.002796,-0.001772,-0.004669,0.004592,0.003388,0.001307,0.005084,0.005754,0.000814,0.000099,-0.001948,-0.002007,-0.003508,0.006778,0.001574,0.000785
0.002283,0.002785,-0.001861,-0.004633,0.004564,0.003163,0.001307,0.005010,0.005689,0.000811,0.000172,-0.001632,-0.001909,-0.003280,0.006561,0.001726,0.000741
0.002350,0.002701,-0.001905,-0.004503,0.004448,0.002865,0.001286,0.004821,0.005507,0.000800,0.000255,-0.001257,-0.001775,-0.002960,0.006188,0.001864,0.000682
0.002377,0.002550,-0.001911,-0.004273,0.004238,0.002497,0.001235,0.004526,0.005198,0.000778,0.000352,-0.000806,-0.001601,-0.002546,0.005653,0.001993,0.000606
0.002358,0.002339,-0.001881,-0.003944,0.003927,0.002057,0.001150,0.004128,0.004756,0.000741,0.000464,-0.000285,-0.001378,-0.002040,0.004948,0.002113,0.000519
0.002288,0.002079,-0.001817,-0.003516,0.003527,0.001544,0.001027,0.003621,0.004189,0.000698,0.000588,0.000300,-0.001113,-0.001441,0.004079,0.002202,0.000418
0.002168,0.001770,-0.001726,-0.002992,0.003034,0.000963,0.000871,0.003013,0.003508,0.000643,0.000713,0.000944,-0.000802,-0.000769,0.003053,0.002251,0.000305
0.001996,0.001391,-0.001600,-0.002373,0.002456,0.000314,0.000695,0.002302,0.002717,0.000577,0.000829,0.001634,-0.000453,-0.000030,0.001901,0.002267,0.000176
0.001769,0.000933,-0.001445,-0.001664,0.001817,-0.000369,0.000502,0.001499,0.001834,0.000496,0.000933,0.002329,-0.000067,0.000748,0.000667,0.002263,0.000037
0.001493,0.000399,-0.001258,-0.000873,0.001115,-0.001084,0.000300,0.000630,0.000867,0.000397,0.001023,0.003007,0.000347,0.001554,-0.000625,0.002237,-0.000107
0.001163,-0.000205,-0.001028,-0.000059,0.000415,-0.001740,0.000121,-0.000226,-0.000110,0.000290,0.001102,0.003554,0.000716,0.002317,-0.001847,0.002197,-0.000250
0.000783,-0.000863,-0.000746,0.000778,-0.000257,-0.002296,-0.000040,-0.001083,-0.001064,0.000168,0.001169,0.003972,0.001052,0.003008,-0.002964,0.002126,-0.000392
0.000361,-0.001519,-0.000412,0.001610,-0.000870,-0.002727,-0.000151,-0.001885,-0.001975,0.000028,0.001218,0.004269,0.001357,0.003610,-0.003960,0.001997,-0.000524
-0.000094,-0.002161,-0.000032,0.002357,-0.001405,-0.003031,-0.000205,-0.002620,-0.002812,-0.000125,0.001245,0.004453,0.001622,0.004119,-0.004826,0.001819,-0.000637
-0.000568,-0.002769,0.000367,0.002971,-0.001863,-0.003210,-0.000208,-0.003271,-0.003555,-0.000247,0.001242,0.004519,0.001845,0.004526,-0.005566,0.001594,-0.000718
-0.001033,-0.003317,0.000743,0.003455,-0.002252,-0.003275,-0.000174,-0.003799,-0.004200,-0.000321,0.001194,0.004474,0.002016,0.004819,-0.006180,0.001339,-0.000769
-0.001449,-0.003741,0.001065,0.003819,-0.002580,-0.003234,-0.000127,-0.004204,-0.004748,-0.000346,0.001101,0.004344,0.002146,0.005001,-0.006663,0.001047,-0.000796
-0.001803,-0.004030,0.001329,0.004073,-0.002853,-0.003129,-0.000075,-0.004491,-0.005199,-0.000347,0.000985,0.004176,0.002235,0.005078,-0.006984,0.000761,-0.000800
-0.002097,-0.004193,0.001522,0.004208,-0.003077,-0.002972,-0.000034,-0.004687,-0.005553,-0.000334,0.000851,0.003984,0.002291,0.005059,-0.007154,0.000482,-0.000776
-0.002338,-0.004253,0.001640,0.004247,-0.003245,-0.002772,-0.000008,-0.004798,-0.005800,-0.000299,0.000701,0.003776,0.002332,0.004950,-0.007188,0.000223,-0.000721
-0.002526,-0.004217,0.001679,0.004180,-0.003366,-0.002513,-0.000009,-0.004825,-0.005943,-0.000266,0.000538,0.003536,0.002359,0.004765,-0.007100,-0.000021,-0.000638
-0.002661,-0.004089,0.001648,0.004018,-0.003444,-0.002203,-0.000043,-0.004775,-0.005988,-0.000247,0.000359,0.003260,0.002368,0.004513,-0.006903,-0.000277,-0.000531
-0.002740,-0.003883,0.001553,0.003765,-0.003480,-0.001864,-0.000111,-0.004658,-0.005936,-0.000245,0.000163,0.002951,0.002363,0.004206,-0.006606,-0.000517,-0.000409
-0.002775,-0.003603,0.001414,0.003426,-0.003479,-0.001521,-0.000211,-0.004477,-0.005796,-0.000256,-0.000050,0.002616,0.002341,0.003853,-0.006224,-0.000739,-0.000279
-0.002759,-0.003238,0.001233,0.003011,-0.003436,-0.001182,-0.000327,-0.004227,-0.005570,-0.000278,-0.000275,0.002279,0.002294,0.003469,-0.005779,-0.000929,-0.000161
-0.002701,-0.002796,0.001019,0.002613,-0.003357,-0.000834,-0.000433,-0.003911,-0.005274,-0.000291,-0.000495,0.001944,0.002229,0.003078,-0.005272,-0.001075,-0.000061
-0.002600,-0.002310,0.000783,0.002239,-0.003236,-0.000513,-0.000522,-0.003545,-0.004923,-0.000301,-0.000706,0.001617,0.002141,0.002690,-0.004714,-0.001190,0.000016
-0.002473,-0.001795,0.000567,0.001847,-0.003078,-0.000214,-0.000588,-0.003146,-0.004533,-0.000300,-0.000907,0.001304,0.002050,0.002311,-0.004136,-0.001281,0.000066
-0.002321,-0.001302,0.000380,0.001441,-0.002893,0.000020,-0.000647,-0.002737,-0.004112,-0.000287,-0.001098,0.000999,0.001931,0.001952,-0.003556,-0.001366,0.000091
-0.002144,-0.000826,0.000226,0.001039,-0.002698,0.000217,-0.000713,-0.002342,-0.003678,-0.000260,-0.001272,0.000710,0.001807,0.001619,-0.002999,-0.001444,0.000094
-0.001951,-0.000375,0.000097,0.000659,-0.002506,0.000364,-0.000796,-0.001950,-0.003248,-0.000222,-0.001414,0.000468,0.001689,0.001325,-0.002493,-0.001492,0.000073
-0.001750,0.000052,-0.000011,0.000307,-0.002332,0.000458,-0.000909,-0.001569,-0.002842,-0.000181,-0.001516,0.000279,0.001593,0.001085,-0.002063,-0.001502,0.000033
-0.001553,0.000474,-0.000094,-0.000003,-0.002171,0.000474,-0.001055,-0.001214,-0.002463,-0.000118,-0.001580,0.000149,0.001511,0.000910,-0.001725,-0.001497,-0.000035
-0.001353,0.000886,-0.000164,-0.000264,-0.002033,0.000399,-0.001230,-0.000889,-0.002108,-0.000047,-0.001617,0.000092,0.001451,0.000789,-0.001496,-0.001495,-0.000127
-0.001152,0.001248,-0.000207,-0.000465,-0.001924,0.000225,-0.001408,-0.000604,-0.001783,0.000031,-0.001642,0.000105,0.001408,0.000723,-0.001366,-0.001488,-0.000246
-0.000959,0.001542,-0.000236,-0.000595,-0.001819,0.000016,-0.001585,-0.000358,-0.001482,0.000114,-0.001658,0.000157,0.001385,0.000684,-0.001288,-0.001464,-0.000385
-0.000762,0.001760,-0.000244,-0.000660,-0.001726,-0.000230,-0.001754,-0.000138,-0.001210,0.000185,-0.001663,0.000199,0.001361,0.000661,-0.001239,-0.001408,-0.000529
-0.000579,0.001886,-0.000243,-0.000688,-0.001645,-0.000486,-0.001910,0.000057,-0.000975,0.000243,-0.001644,0.000213,0.001312,0.000646,-0.001209,-0.001319,-0.000676
-0.000412,0.001913,-0.000214,-0.000671,-0.001568,-0.000732,-0.002059,0.000193,-0.000766,0.000267,-0.001591,0.000190,0.001259,0.000626,-0.001189,-0.001211,-0.000823
-0.000269,0.001855,-0.000153,-0.000618,-0.001485,-0.000954,-0.002177,0.000288,-0.000585,0.000252,-0.001508,0.000138,0.001212,0.000603,-0.001167,-0.001118,-0.000958
-0.000162,0.001711,-0.000059,-0.000606,-0.001387,-0.001136,-0.002240,0.000348,-0.000424,0.000197,-0.001395,0.000070,0.001169,0.000579,-0.001142,-0.001023,-0.001075
-0.000087,0.001497,0.000060,-0.000630,-0.001275,-0.001270,-0.002246,0.000381,-0.000275,0.000131,-0.001273,-0.000007,0.001139,0.000553,-0.001132,-0.000948,-0.001170
-0.000028,0.001241,0.000183,-0.000675,-0.001150,-0.001353,-0.002200,0.000410,-0.000140,0.000079,-0.001153,-0.000103,0.001106,0.000513,-0.001142,-0.000873,-0.001241
0.000035,0.000995,0.000295,-0.000713,-0.001023,-0.001393,-0.002124,0.000447,-0.000026,0.000048,-0.001037,-0.000212,0.001074,0.000456,-0.001160,-0.000814,-0.001298
0.000115,0.000774,0.000403,-0.000723,-0.000900,-0.001408,-0.002022,0.000494,0.000063,0.000022,-0.000916,-0.000287,0.001039,0.000388,-0.001160,-0.000755,-0.001340
0.000212,0.000581,0.000495,-0.000717,-0.000793,-0.001406,-0.001899,0.000531,0.000127,0.000003,-0.000785,-0.000322,0.001013,0.000308,-0.001138,-0.000711,-0.001359
0.000311,0.000410,0.000570,-0.000679,-0.000703,-0.001384,-0.001762,0.000549,0.000176,0.000001,-0.000644,-0.000316,0.000998,0.000214,-0.001093,-0.000691,-0.001350
