AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU12,AU14,AU15,AU17,AU20,AU23,AU25,AU26,AU45
-0.005371,0.011544,-0.025534,-0.038981,-0.008940,-0.004217,-0.008062,0.000399,-0.004023,0.005010,0.000696,-0.006356,-0.006785,0.003625,-0.023093,0.000901,-0.015249
-0.007726,0.020826,-0.030108,-0.051305,-0.008730,-0.006347,-0.008296,0.006630,-0.005091,0.007975,0.005652,-0.013705,-0.008376,0.005891,-0.024442,-0.002187,-0.016252
-0.001550,0.027487,-0.029291,-0.047952,-0.004718,-0.008459,-0.003806,0.013840,-0.005443,0.010443,0.010806,-0.020938,-0.010055,0.007450,-0.026755,-0.008655,-0.015620
0.000001,0.032260,-0.022976,-0.031600,-0.000927,-0.005359,-0.000440,0.024093,-0.004424,0.013889,0.014579,-0.032753,-0.001255,0.011966,-0.031468,-0.015178,-0.011329
0.000045,0.028599,-0.015322,-0.003639,0.000139,-0.002403,0.000502,0.031466,-0.002022,0.020027,0.008034,-0.042171,0.000348,0.015397,-0.030756,-0.019995,-0.006442
-0.001319,0.010434,-0.011985,0.003691,0.006580,-0.000113,0.004047,0.034602,0.000028,0.028240,0.001289,-0.050639,0.006094,0.015187,-0.026899,-0.025780,-0.001537
-0.003716,0.000332,-0.011529,0.017318,0.011909,0.000066,0.004384,0.025132,0.001532,0.032982,-0.000593,-0.050553,0.012268,0.009864,-0.037116,-0.028136,-0.000392
-0.003425,-0.000171,-0.008417,0.023078,0.014113,0.004797,0.001689,0.013182,0.004576,0.034611,-0.005874,-0.043259,0.018181,0.005600,-0.042466,-0.020919,-0.001834
-0.000188,0.000134,-0.005716,0.021343,0.008364,0.006902,0.000085,0.002303,0.006873,0.036082,-0.014959,-0.026305,0.018128,0.004032,-0.036764,-0.011985,-0.003659
0.000029,0.001329,-0.000037,0.014554,0.002819,0.005320,-0.000100,-0.000309,0.007816,0.038935,-0.012425,-0.008722,0.022585,0.001051,-0.025102,-0.009335,-0.006551
0.000654,0.004772,0.001665,0.009075,0.001470,0.000010,-0.000011,-0.000074,0.002704,0.033200,-0.011957,0.001550,0.024727,0.000339,-0.012580,-0.010131,-0.006408
0.006134,0.010863,0.003055,0.011877,0.001438,-0.006448,0.003274,0.000003,0.000141,0.017901,-0.009229,0.024235,0.020048,0.000461,-0.004652,-0.011084,-0.006127
0.016623,0.020897,0.006204,0.014397,0.001300,-0.013034,0.009490,0.002234,-0.000432,0.005106,-0.006382,0.040016,0.014704,0.003372,-0.001830,-0.010282,-0.002403
0.023864,0.028037,0.016999,0.029474,0.000623,-0.014105,0.017827,0.007493,-0.000160,0.000472,-0.010999,0.054201,0.008175,0.008703,0.002505,-0.007999,-0.000106
0.021438,0.018030,0.018148,0.032502,0.012848,-0.004798,0.023392,0.014969,0.005640,0.005070,-0.025688,0.058980,0.006453,0.013064,0.013449,-0.009851,0.004319
0.016106,0.000445,0.011029,0.020090,0.029526,-0.000400,0.025982,0.009176,0.021869,0.013123,-0.041111,0.056623,0.015811,0.017720,0.019227,-0.010454,0.013527
0.007917,-0.010008,0.003671,0.000209,0.047730,0.001846,0.024729,0.009929,0.051120,0.038729,-0.049491,0.026167,0.027957,0.020721,0.022187,-0.009373,0.019644
0.003998,-0.025704,0.001328,-0.018082,0.072281,0.021402,0.021127,0.004018,0.094060,0.081181,-0.049322,0.000516,0.044831,0.029766,0.026577,-0.000077,0.023140
0.001670,-0.040286,0.003248,-0.049588,0.099984,0.059561,0.015734,0.002499,0.138129,0.131130,-0.045499,-0.009993,0.089967,0.039733,0.016864,0.011679,0.018660
0.000896,-0.057514,0.001338,-0.064044,0.128490,0.096923,0.017623,0.006779,0.170793,0.185480,-0.040186,-0.024485,0.131434,0.053411,0.006965,0.030996,0.012263
0.000054,-0.063928,-0.000950,-0.056498,0.146267,0.110215,0.018152,0.020354,0.183045,0.214226,-0.030172,-0.030278,0.155196,0.065447,0.000610,0.052962,0.005293
