AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU12,AU14,AU15,AU17,AU20,AU23,AU25,AU26,AU45
0.003015,-0.039486,-0.003637,-0.047071,-0.015921,-0.016241,-0.009701,-0.019699,-0.007402,0.009503,-0.013215,-0.003104,0.018390,0.002567,-0.022309,-0.004595,-0.002632
-0.001328,-0.047005,-0.003757,-0.039481,-0.007546,-0.026749,-0.009400,-0.011593,-0.006936,0.003807,0.000670,0.011057,0.018317,0.001848,-0.028683,-0.002598,-0.002604
-0.000534,-0.032772,-0.003489,-0.029649,-0.013428,-0.040784,-0.013487,-0.004174,-0.005834,-0.002261,0.010387,0.022584,0.012891,0.002680,-0.034501,0.000457,-0.005044
-0.000173,-0.033900,-0.010854,-0.019031,-0.016098,-0.041367,-0.015377,-0.001162,-0.001310,-0.007446,0.022778,0.030825,0.007269,0.003739,-0.036474,0.003102,-0.006545
0.001027,-0.017705,-0.015827,-0.019489,-0.013060,-0.032159,-0.019557,-0.006718,0.003877,-0.008737,0.029859,0.036433,0.007403,0.010891,-0.027128,0.004249,-0.005917
-0.016025,-0.012667,-0.013376,-0.013920,0.003700,-0.020375,-0.007014,0.001357,0.010861,-0.009112,0.035614,0.040885,0.006788,0.008973,-0.012493,-0.001856,-0.003293
-0.011948,0.001687,-0.011282,-0.015685,0.003198,-0.011372,-0.000067,-0.000581,0.015805,-0.010316,0.024884,0.040392,0.015052,0.012463,0.003289,-0.004116,-0.003055
-0.016119,0.009640,-0.007711,-0.015589,0.005305,-0.019429,0.006645,-0.009211,0.019336,-0.000258,0.004029,0.028288,0.018164,0.009451,0.020071,-0.019908,-0.001076
-0.016580,-0.013141,-0.010979,-0.022297,0.004139,-0.016663,0.013658,-0.019927,0.021355,0.003658,-0.011042,0.006495,0.022568,0.006399,0.022103,-0.032253,-0.000370
-0.022483,-0.033646,-0.011657,-0.023394,0.016851,-0.012393,0.020207,-0.013217,0.026533,0.008645,-0.008518,-0.002525,0.026884,0.001343,0.028618,-0.045549,0.000741
-0.010323,-0.043643,-0.008527,-0.009683,0.026833,-0.003167,0.023066,-0.012450,0.027999,0.006401,-0.013950,0.003451,0.034471,-0.002460,0.034657,-0.050931,0.000063
0.005238,-0.031215,-0.003554,0.005385,0.020105,-0.002568,0.018681,-0.008771,0.033549,0.005169,-0.019326,0.008099,0.032595,-0.005094,0.032998,-0.047255,-0.003114
-0.008246,-0.036423,-0.006763,0.019174,0.012447,0.021436,0.013317,0.003190,0.044282,0.002519,-0.010260,0.008916,0.020012,-0.011772,0.030866,-0.038425,-0.004009
