AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU12,AU14,AU15,AU17,AU20,AU23,AU25,AU26,AU45
-0.000088,-0.003565,0.005953,0.004169,-0.000399,-0.002844,-0.001388,-0.005609,-0.000334,-0.002170,0.005837,0.009019,0.003023,-0.001685,0.003321,0.010760,0.003221
-0.000591,-0.004134,0.008399,0.003933,-0.000005,-0.003831,-0.002117,-0.008317,0.000197,-0.002570,0.005470,0.011375,0.005463,-0.002284,0.008903,0.015604,0.003803
-0.001394,-0.002647,0.008871,0.001819,0.000140,-0.004266,-0.003253,-0.010663,0.001721,-0.002699,0.002617,0.010154,0.008086,-0.003246,0.017549,0.020921,0.002781
-0.002046,-0.000308,0.006768,0.000001,0.000857,-0.003753,-0.004596,-0.011369,0.004533,-0.002221,-0.000440,0.004789,0.010375,-0.004256,0.027368,0.024607,0.001132
-0.002039,0.001055,0.001959,-0.001772,0.001947,-0.002079,-0.005883,-0.009164,0.008122,-0.001034,-0.006950,0.000054,0.011360,-0.004687,0.035620,0.024023,0.000138
-0.001363,0.005657,-0.000190,-0.007151,0.003358,0.000041,-0.006220,-0.003137,0.012092,-0.000005,-0.017342,-0.004795,0.010762,-0.003399,0.038914,0.017743,-0.000032
-0.000594,0.009370,-0.003654,-0.013032,0.004609,0.003152,-0.006128,0.000035,0.015115,0.000680,-0.025498,-0.015005,0.009392,-0.000693,0.034347,0.006411,0.000001
-0.000394,0.008461,-0.007564,-0.018156,0.005990,0.008824,-0.004760,0.005055,0.017309,0.002201,-0.028334,-0.024954,0.007705,0.000139,0.023346,0.000000,0.000567
-0.000841,0.003277,-0.006778,-0.021759,0.008113,0.015293,-0.001490,0.014789,0.018972,0.005089,-0.025759,-0.032382,0.006283,0.002530,0.007337,-0.007154,0.003019
-0.001490,-0.000011,-0.001792,-0.023817,0.011285,0.020943,0.000151,0.024453,0.019865,0.009928,-0.017479,-0.035313,0.004989,0.007883,-0.000845,-0.023655,0.007555
-0.002744,-0.004915,0.000840,-0.024361,0.015304,0.024674,0.003794,0.030705,0.019764,0.015753,-0.007232,-0.034797,0.002936,0.013964,-0.014975,-0.039236,0.010557
-0.004504,-0.013634,0.007790,-0.022765,0.018506,0.024168,0.008179,0.032560,0.018575,0.021097,-0.000006,-0.032396,0.000010,0.018116,-0.028969,-0.048439,0.009488
-0.005966,-0.021338,0.016210,-0.018482,0.020893,0.018043,0.011145,0.029586,0.017253,0.025587,0.005088,-0.027446,-0.001387,0.019441,-0.036381,-0.050519,0.005013
-0.006165,-0.024075,0.020552,-0.010498,0.021321,0.006798,0.011217,0.023497,0.015004,0.027759,0.010291,-0.020550,-0.004986,0.018395,-0.038216,-0.045397,0.000421
