AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU12,AU14,AU15,AU17,AU20,AU23,AU25,AU26,AU45
-0.001800,-0.003835,0.003406,-0.003339,-0.000031,0.002304,-0.000087,0.001688,0.000549,0.000229,0.004693,-0.001917,0.000985,-0.001498,-0.001690,0.002261,0.000847
-0.002061,-0.003255,0.004089,-0.004049,0.000207,0.002591,-0.000266,0.003114,0.001029,-0.001171,0.008109,-0.001610,0.000310,-0.001967,-0.001979,0.002864,0.001477
-0.002389,-0.002934,0.004002,-0.003879,0.000558,0.001708,-0.000465,0.004317,0.001206,-0.003131,0.010177,-0.001195,-0.000756,-0.002282,-0.002110,0.002778,0.002124
-0.002436,-0.001981,0.002985,-0.002797,0.001011,-0.000141,-0.000203,0.004998,0.001113,-0.005129,0.011624,-0.000564,-0.002131,-0.002403,-0.001748,0.002136,0.002400
-0.002013,-0.000329,0.000864,-0.000624,0.001455,-0.002577,0.000244,0.005034,0.000927,-0.006395,0.012643,0.000760,-0.003285,-0.002072,-0.000757,0.001536,0.002258
-0.001213,0.001627,-0.002510,0.001605,0.001797,-0.005242,0.001080,0.004636,0.000686,-0.006538,0.012583,0.002604,-0.004206,-0.001206,0.001227,0.001992,0.001698
-0.000634,0.001358,-0.005424,0.002076,0.001829,-0.007580,0.002133,0.003918,0.000414,-0.005131,0.011214,0.002517,-0.003907,-0.000187,0.004163,0.003538,0.000705
-0.000124,-0.001044,-0.007585,0.001216,0.001715,-0.009926,0.003252,0.003212,-0.000090,-0.001950,0.008561,0.001202,-0.002544,0.000887,0.006557,0.006261,-0.000515
0.000461,-0.003556,-0.008550,-0.000554,0.001429,-0.011805,0.003896,0.002374,-0.000766,0.001024,0.005148,-0.000145,-0.001228,0.001734,0.007941,0.009323,-0.001624
0.001128,-0.004765,-0.008213,-0.001955,0.000759,-0.012323,0.003810,0.001434,-0.001051,0.003364,0.001492,-0.000935,0.000104,0.002264,0.008169,0.010907,-0.002512
0.001898,-0.004054,-0.006442,-0.003968,-0.000193,-0.010349,0.002901,0.000976,-0.000928,0.004651,-0.001014,-0.001852,0.001102,0.002481,0.007082,0.010831,-0.002983
0.002204,-0.003257,-0.003754,-0.004055,-0.001198,-0.006606,0.001215,0.000466,-0.001049,0.004303,-0.004554,-0.002973,0.001663,0.002403,0.004502,0.008115,-0.002571
0.002280,-0.001951,-0.000603,-0.002152,-0.002081,-0.001655,-0.000368,-0.000268,-0.001416,0.002489,-0.006982,-0.003832,0.001455,0.001998,0.001124,0.002318,-0.001789
0.002202,0.000010,0.002320,0.002233,-0.002195,0.004030,-0.001776,-0.001178,-0.001603,0.000190,-0.007812,-0.003458,0.001002,0.001515,-0.002562,-0.005193,-0.000732
0.001944,0.002075,0.003882,0.006282,-0.001704,0.009784,-0.002856,-0.001885,-0.001346,-0.001792,-0.008783,-0.001755,0.000299,0.001071,-0.004709,-0.011567,0.000496
0.001381,0.002343,0.004991,0.009271,-0.000763,0.013978,-0.003370,-0.001820,0.000376,-0.003675,-0.009903,-0.001627,-0.000149,0.000333,-0.004532,-0.015320,0.001646
0.000671,0.000793,0.005249,0.009690,0.000964,0.014619,-0.003238,-0.000894,0.003308,-0.004040,-0.011758,-0.002066,-0.000285,-0.000193,-0.002457,-0.014934,0.002404
-0.000303,-0.001932,0.004606,0.006614,0.003051,0.011831,-0.002709,0.000495,0.006814,-0.002572,-0.013482,-0.002720,-0.000568,-0.000672,0.000751,-0.010349,0.002825
-0.001916,-0.004657,0.003266,0.001363,0.004972,0.006342,-0.001884,0.002243,0.011371,0.000126,-0.014719,-0.001543,-0.000144,-0.000147,0.004323,-0.004091,0.002500
-0.003606,-0.005453,0.001585,-0.004449,0.007088,-0.000022,-0.001110,0.005380,0.016989,0.005041,-0.014871,0.000585,0.000359,0.000937,0.006778,0.002961,0.001678
-0.004932,-0.004490,0.000001,-0.007689,0.009185,-0.005160,-0.000367,0.010064,0.023057,0.010734,-0.014149,0.003019,0.001814,0.002376,0.008481,0.009589,0.001034
-0.005195,-0.002401,-0.001774,-0.007906,0.010935,-0.007664,0.000515,0.015258,0.028363,0.017048,-0.012751,0.005460,0.003353,0.004035,0.009699,0.013436,0.000862
-0.004592,0.000554,-0.003257,-0.004245,0.012671,-0.006809,0.001765,0.019470,0.032238,0.022916,-0.009524,0.007052,0.004508,0.005589,0.011441,0.011850,0.001396
-0.003296,0.003630,-0.004520,0.000122,0.013867,-0.003019,0.002428,0.023332,0.033088,0.026939,-0.005248,0.006547,0.004640,0.006565,0.013888,0.003650,0.002768
-0.001992,0.005451,-0.005474,0.004501,0.014105,0.000909,0.003048,0.025782,0.032614,0.027056,0.000092,0.002567,0.003653,0.006372,0.017168,-0.008399,0.004536
-0.000353,0.005284,-0.006293,0.006805,0.014279,0.003519,0.003457,0.026958,0.030543,0.023167,0.004419,-0.003852,0.001544,0.005098,0.020588,-0.019874,0.005956
