AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU12,AU14,AU15,AU17,AU20,AU23,AU25,AU26,AU45
0.002046,-0.000499,-0.002065,0.000132,-0.000492,0.003053,-0.003842,0.003533,0.006163,0.001571,-0.000767,-0.001146,0.002208,0.003024,0.004047,0.001841,-0.001374
0.002101,0.000201,-0.002202,-0.000536,-0.000179,0.005380,-0.003805,0.005056,0.009116,0.002622,-0.000809,-0.000180,0.003879,0.004825,0.005448,0.003938,-0.000784
0.001848,0.000336,-0.002212,-0.001479,0.000978,0.007981,-0.002532,0.006641,0.012161,0.003668,-0.000467,0.001186,0.005185,0.006673,0.006571,0.006056,-0.000505
0.001410,-0.000175,-0.001887,-0.002477,0.003281,0.010887,-0.000261,0.007821,0.015287,0.005201,0.000309,0.002692,0.006066,0.008440,0.006948,0.007744,-0.000596
0.000866,-0.001012,-0.001317,-0.003536,0.006990,0.013480,0.002850,0.008793,0.018706,0.006585,0.001321,0.003331,0.005925,0.009377,0.006883,0.006968,-0.000548
0.000235,-0.001637,-0.000608,-0.005384,0.011790,0.014783,0.006653,0.009540,0.021311,0.007642,0.003569,0.002727,0.004725,0.008749,0.006183,0.003878,-0.000081
-0.000124,-0.001746,-0.000235,-0.007546,0.016894,0.014838,0.010351,0.010280,0.022224,0.007521,0.006015,-0.000816,0.002566,0.006899,0.005167,-0.001164,-0.000310
-0.000699,-0.001876,-0.000533,-0.009611,0.021811,0.013377,0.013619,0.010230,0.021801,0.006000,0.008021,-0.006029,0.000332,0.003479,0.004300,-0.007777,-0.000512
-0.001595,-0.001994,-0.000350,-0.011257,0.024719,0.010967,0.014357,0.009435,0.019714,0.002934,0.008993,-0.011854,-0.001083,-0.001499,0.003424,-0.014770,-0.000386
-0.002656,-0.000745,0.000525,-0.011601,0.024536,0.008590,0.013147,0.008252,0.014767,-0.001090,0.008746,-0.017189,-0.001893,-0.007276,0.002535,-0.021264,0.000717
-0.003714,0.003122,0.002485,-0.011204,0.022473,0.007470,0.012027,0.006915,0.007667,-0.004688,0.007065,-0.020235,-0.001777,-0.012623,0.001147,-0.024180,0.003054
-0.004466,0.007062,0.004834,-0.009364,0.018124,0.006815,0.010977,0.005569,-0.001162,-0.007778,0.004099,-0.019937,-0.001932,-0.016861,-0.000260,-0.022343,0.005534
-0.005061,0.008755,0.007359,-0.005519,0.012295,0.008912,0.009724,0.003390,-0.010036,-0.008583,0.000028,-0.015745,-0.001842,-0.018569,-0.002366,-0.015414,0.007440
-0.005541,0.006586,0.009158,-0.000400,0.006784,0.012454,0.008340,0.000640,-0.016918,-0.007476,-0.005198,-0.008368,-0.002213,-0.017660,-0.003950,-0.007523,0.009433
-0.005237,0.002006,0.009884,0.004071,0.001799,0.015249,0.007008,-0.001877,-0.021365,-0.004547,-0.008403,0.000948,-0.003111,-0.014665,-0.004260,0.000320,0.011679
-0.003661,-0.001755,0.008619,0.008721,-0.002944,0.015836,0.006144,-0.003894,-0.023255,-0.000868,-0.009861,0.010070,-0.005596,-0.009532,-0.003782,0.007422,0.012612
-0.002277,-0.005386,0.005213,0.011902,-0.006327,0.012433,0.005214,-0.005968,-0.022348,0.001911,-0.009705,0.016659,-0.007671,-0.003298,-0.002335,0.013173,0.012206
-0.001346,-0.008839,0.001469,0.013599,-0.009612,0.006412,0.002495,-0.008299,-0.019078,0.002771,-0.008341,0.019799,-0.007875,0.002032,-0.000593,0.016294,0.010655
