AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU12,AU14,AU15,AU17,AU20,AU23,AU25,AU26,AU45
0.003691,0.007520,0.022705,-0.003717,0.001656,0.000499,-0.001249,0.009028,0.000902,0.017580,-0.000827,0.029419,-0.031219,-0.106821,-0.045498,0.000727,0.012051
0.001583,0.019055,0.030443,-0.001058,0.007011,0.007117,-0.000071,0.014819,0.002743,0.017113,0.000025,0.042735,-0.039218,-0.119813,-0.034908,0.002315,0.017562
0.000362,0.021203,0.033940,0.000288,0.012281,0.020107,0.000433,0.025460,0.004438,0.008631,0.000364,0.044095,-0.035599,-0.112013,-0.020120,0.001503,0.022904
0.005929,0.020630,0.036171,0.002729,0.015231,0.032033,0.002082,0.023938,0.003623,0.005975,0.000652,0.039249,-0.022929,-0.086043,-0.006833,-0.001517,0.022295
0.015482,0.018814,0.033009,0.004356,0.016104,0.038492,0.002539,0.027515,0.003475,0.002852,0.001046,0.028947,-0.009450,-0.049007,-0.000014,-0.008672,0.018926
0.018335,0.018092,0.025102,0.003846,0.018521,0.030879,0.003267,0.018156,0.002866,0.000207,0.001562,0.013719,0.000265,-0.012943,0.015663,-0.013971,0.011586
0.016522,0.015014,0.014960,0.003101,0.016888,0.005585,0.001058,0.007502,0.002166,-0.004669,-0.000015,0.005538,0.008099,-0.004154,0.012914,-0.015571,0.004917
0.013067,0.008781,0.009267,0.000491,0.012462,-0.004271,-0.000059,0.000353,0.001821,-0.002664,-0.005349,0.006088,0.015075,0.000443,0.019657,-0.010438,0.000000
0.022243,0.003922,0.000579,0.000054,0.006413,-0.022726,-0.001186,-0.001191,0.000691,-0.000006,-0.017114,0.008467,0.015895,0.001649,0.008055,-0.004553,-0.006496
0.019101,0.016099,-0.000396,-0.024540,0.003707,-0.037126,-0.000044,-0.000732,0.001298,0.000873,-0.006997,0.013258,0.011715,0.003535,0.000257,-0.000501,-0.007028
0.010062,0.030168,0.000000,-0.043869,0.007638,-0.034557,0.002739,-0.000690,0.004923,0.002320,-0.000356,0.028817,0.001779,0.003999,-0.000150,-0.000098,-0.011000
0.000928,0.029607,0.000060,-0.052005,0.011506,-0.015351,0.008017,0.002578,0.010829,0.003287,0.000953,0.031626,-0.001425,0.001558,-0.001043,0.000014,-0.010498
-0.000234,0.025192,0.000048,-0.059944,0.013119,-0.001862,0.007382,0.003059,0.017826,0.009255,0.005780,0.029925,-0.004554,0.000518,-0.002277,-0.001414,-0.004536
-0.000053,0.014336,0.000016,-0.061447,0.012372,0.008713,0.003599,0.010439,0.024781,0.013439,0.008948,0.020030,-0.011734,0.000112,-0.003361,-0.006949,-0.000759
0.001490,0.005350,0.000022,-0.049059,0.013719,0.021107,0.000822,0.006775,0.031376,0.009314,0.012627,0.000035,-0.015172,0.000069,0.002138,-0.009177,-0.000436
0.003476,0.000456,0.001023,-0.030321,0.016764,0.025303,-0.000005,0.004161,0.038742,0.003547,0.007489,-0.007352,-0.018747,-0.000878,0.004834,-0.009672,0.000024
0.006728,-0.002452,0.003022,-0.013047,0.018225,0.021481,-0.004633,0.005274,0.047272,0.000690,-0.001008,-0.028570,-0.023307,-0.007623,0.018359,-0.012299,0.001733
0.014484,-0.015456,0.001393,0.000294,0.018797,0.031279,-0.005514,0.004991,0.049272,0.000017,-0.012457,-0.049606,-0.030425,-0.016119,0.019331,-0.018445,0.006134
0.026304,-0.014702,0.000021,0.000497,0.018363,0.033994,-0.012084,0.014125,0.046001,-0.000536,-0.016766,-0.045957,-0.036198,-0.013959,0.024655,-0.020052,0.008493
0.023255,-0.009839,0.005376,0.001726,0.021479,0.036763,-0.011841,0.023019,0.041575,-0.000171,-0.016386,-0.032968,-0.038230,-0.013777,0.022081,-0.024971,0.010855
0.020700,-0.004736,0.014123,0.004360,0.021275,0.036048,-0.009055,0.032814,0.040639,0.001168,-0.013334,-0.021476,-0.034874,-0.016113,0.015381,-0.024827,0.010926
