AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU12,AU14,AU15,AU17,AU20,AU23,AU25,AU26,AU45
0.998675,0.848440,-0.045033,1.465480,0.255414,-0.066773,-0.069518,1.304560,0.166652,1.139110,0.084625,3.517030,0.928856,1.560950,-0.608383,0.534024,-0.875267
1.482910,1.309800,0.020113,0.588137,0.091877,0.919192,-0.182358,1.261440,0.749845,1.428560,0.905068,2.895790,0.807997,-0.055433,-1.680260,-0.845654,0.336474
1.597850,1.094680,0.128684,0.968774,0.050377,0.645620,0.202056,1.000120,0.677624,1.162240,1.032590,3.165240,0.807920,-0.388355,-1.540190,-1.100890,0.412361
1.562450,1.130950,-0.156355,0.745743,-0.055140,0.626377,0.049097,0.525679,0.628870,1.244170,1.150390,3.316160,0.832847,-0.241834,-1.688590,-0.718962,0.444834
1.667290,1.392080,0.058826,0.810882,0.015154,0.799347,0.055784,0.899655,0.716571,1.039760,0.804966,3.293300,0.719165,-0.278451,-1.717220,-0.484656,0.464500
1.847570,1.296020,-0.023020,0.827222,0.105488,1.083240,0.517332,0.598586,0.719285,0.689959,0.417902,2.809650,1.284590,-0.474932,-2.017290,-0.997202,0.693245
1.858540,1.446060,-0.008073,0.760984,0.071911,1.241840,0.539605,0.339692,0.723431,0.374629,0.397343,2.525600,1.150880,-0.394509,-1.368550,-0.842295,0.702431
1.790180,1.799190,0.023921,0.779511,-0.233396,0.821010,0.031664,0.199969,0.629419,0.004129,0.304834,2.186770,0.545553,-0.088814,-1.142210,0.099039,0.835073
1.705430,1.657420,0.188256,0.634695,-0.497352,0.953782,-0.302901,-0.326142,0.338838,0.016100,0.093786,1.798250,0.498194,0.227620,-0.963164,0.601978,0.871790
1.360730,1.561260,0.451755,0.701234,-0.670750,0.610478,-0.940737,-0.507289,0.082419,0.215073,-0.710823,1.752810,0.090326,0.525081,-0.468945,1.259120,0.985818
0.911468,1.597720,0.473823,0.625239,-0.424663,0.405077,-1.226410,-0.822578,-0.192724,0.343230,-0.977414,1.900160,0.366236,1.022180,-0.671280,1.810230,0.838848
1.040310,1.730670,0.219502,0.592379,-0.347794,0.079040,-1.206200,-0.912553,-0.258396,0.212145,-0.782312,1.716950,0.502357,1.257270,-0.637895,2.006460,0.611358
0.993047,1.309450,0.244029,0.277647,-0.273861,0.145143,-1.234460,-1.009070,-0.141013,0.216773,-0.927213,1.747190,0.407719,1.244060,-0.537150,2.039060,0.628301
0.915459,1.505350,0.406235,0.331904,-0.239903,0.505711,-1.097430,-0.899058,-0.110216,0.451343,-0.970159,1.823300,0.583730,1.290740,-0.456072,2.277200,0.592366
1.009110,1.378930,0.415765,0.327365,-0.216810,0.530783,-1.166520,-0.842346,-0.084880,0.681544,-0.860430,1.698960,0.578629,1.228080,-0.460720,2.189610,0.630202
0.996332,1.263150,0.295019,0.425286,-0.236173,0.576055,-1.100540,-0.852643,-0.100555,0.655643,-0.681767,1.754690,0.610481,1.310400,-0.544042,2.119680,0.630783
0.998935,1.558780,0.319338,0.628951,-0.222254,0.543041,-1.227330,-0.840849,0.006078,0.713991,-0.509345,1.973150,0.559963,1.376340,-0.520685,1.990310,0.541918
1.064150,1.559530,0.309300,0.612651,-0.223482,0.610564,-1.215270,-0.864720,0.025448,0.814026,-0.755323,1.794830,0.577110,1.337470,-0.446764,2.229260,0.527119
0.932029,1.477090,0.370847,0.621070,-0.204492,0.621580,-1.181240,-0.743376,0.167209,0.917383,-0.805761,1.704740,0.603650,1.351300,-0.503603,2.076290,0.515974
0.871777,1.395040,0.445827,0.466898,-0.113582,0.568705,-1.228710,-0.864182,0.310883,1.010990,-0.796511,1.732350,0.649284,1.402010,-0.398990,2.045060,0.614933
0.922916,1.506940,0.455229,0.458371,-0.111353,0.621518,-1.192830,-0.881589,0.328171,0.937803,-0.802169,1.687970,0.766805,1.346470,-0.413408,2.030410,0.578051
0.710952,1.261530,0.281034,0.471462,-0.152917,0.495696,-1.243540,-0.877505,0.402418,1.027740,-0.833243,1.825360,0.723188,1.407530,-0.392340,2.081420,0.566433
0.894847,1.509650,0.277248,0.649982,-0.073611,0.613510,-1.200080,-0.610204,0.481568,1.094120,-0.982399,1.625070,0.629936,1.460100,-0.486783,1.966420,0.517758
1.073400,1.712550,0.414147,0.587963,-0.068285,0.491634,-1.203400,-0.505833,0.541356,0.996258,-0.972367,1.584830,0.771836,1.431650,-0.537893,1.847800,0.543384
0.952111,1.557890,0.296328,0.608228,-0.023363,0.521198,-1.237300,-0.559013,0.596331,1.005690,-0.864926,1.622610,0.653298,1.423310,-0.514153,1.789970,0.536274
