AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU12,AU14,AU15,AU17,AU20,AU23,AU25,AU26,AU45
7.904810,5.505350,-0.196001,1.991850,0.453284,0.336281,-0.035976,-0.858610,-0.404674,-1.455980,0.713636,2.358740,1.579540,1.504450,0.202660,1.487790,1.100840
6.568790,3.881880,0.064818,1.683500,0.128566,-0.022201,0.147087,-1.128260,-0.718235,-1.052000,0.941797,2.267310,1.250970,1.512870,0.597869,3.569900,1.014230
6.791310,4.056150,0.078259,1.542390,0.048096,1.252810,-0.040272,-1.430450,-0.984248,-0.686712,0.763236,2.583930,1.016730,1.188640,0.508392,3.868080,0.754491
4.866660,2.654540,0.378477,1.764820,0.092545,1.551710,0.482359,-0.884057,-0.793978,0.306953,0.375847,2.723040,0.775543,1.041820,0.453909,3.576250,0.267128
3.463640,1.413300,0.961883,1.755560,0.428630,1.687480,0.841965,-0.212377,-0.181685,1.113910,0.196480,2.862300,0.970766,0.275018,0.377151,3.885470,0.218859
0.939104,0.669520,1.769070,1.475990,0.646223,1.961910,1.929610,0.387392,-0.068831,1.167980,0.213208,2.717980,1.152370,0.687030,-0.209603,2.923550,0.180531
0.946761,0.984681,2.077770,1.213080,0.852601,2.447780,2.007780,0.545445,-0.016727,1.398470,0.475575,2.866810,1.091860,0.899575,-0.541613,2.460800,0.162263
0.439594,0.783671,1.849470,1.171090,0.682668,1.325030,1.956010,0.488718,-0.035915,1.673780,0.363832,3.288210,1.271480,1.496530,-0.048323,2.224970,0.229751
0.657825,0.498887,1.656150,1.686100,0.826006,1.061850,1.936030,0.283680,-0.089638,0.826430,0.327740,2.616620,1.289780,1.495440,0.828007,2.915750,0.172400
0.554378,0.834174,1.453450,0.957405,0.800201,1.103480,1.763210,0.524432,0.123439,1.036410,0.267363,2.583650,1.140400,1.156960,0.942967,3.241660,0.245917
0.964532,1.416950,1.723990,1.619360,0.836069,1.181840,1.925150,0.564938,0.160948,1.317450,-0.059094,2.967800,1.243710,1.195510,1.010960,3.033960,0.309043
0.701339,1.245250,1.956900,1.042200,1.104350,1.761680,1.873470,0.658435,0.570704,1.400300,0.192345,2.613010,1.307450,1.160780,0.934746,2.994450,0.240212
0.691365,0.865586,1.909950,0.913099,1.129220,1.373580,1.949880,0.660419,0.540570,1.367920,0.056028,2.499540,1.174230,1.127240,1.088410,2.460860,0.090898
0.870451,1.518700,1.443490,0.881225,0.908459,1.007140,1.688520,0.566188,0.480700,1.057560,-0.216686,1.983490,1.023960,1.129650,1.503530,3.133970,0.243691
0.826957,0.877229,1.463300,1.264490,0.957081,1.002370,1.709770,0.586481,0.655292,0.507842,0.429143,1.611010,0.876245,1.286140,1.915360,2.963570,0.356025
0.900895,1.288870,1.435960,1.399030,1.014840,1.261160,1.835660,0.796903,0.666805,0.367526,0.038270,1.363460,0.765207,1.323030,2.013580,2.884290,0.492901
0.849335,1.196900,1.837910,0.615795,1.442800,1.471050,1.877480,0.835073,1.110840,0.776694,-0.445139,1.101860,0.877757,1.062100,1.666290,3.069840,0.395217
0.993842,1.066020,1.765620,1.145240,1.417280,1.700020,1.600350,1.081490,1.361310,1.063570,-0.034038,1.227230,1.231230,1.318750,1.343250,2.348550,0.117243
0.339444,0.750846,1.482350,1.424320,1.146090,1.067180,1.667070,0.869839,1.019410,0.516513,-0.262267,1.217250,1.016880,1.688490,1.649820,2.950390,0.421775
0.433014,0.898716,1.436130,1.160600,1.231200,0.850953,1.531790,0.660551,1.020410,0.347457,-0.180012,1.025490,1.021280,1.775780,2.153160,3.126890,0.643600
0.349508,1.103950,1.556860,0.808458,1.211450,0.873703,1.583380,0.650223,1.022840,0.306366,-0.764062,0.851051,0.954967,1.790980,2.536910,3.412360,0.806950
0.121062,1.026970,1.668480,1.032510,1.211140,1.175550,1.813010,0.892209,1.051350,0.444694,-0.506156,1.051830,1.240700,1.869520,2.486990,2.751830,0.901726
0.119234,1.127240,1.179730,0.894394,1.370930,1.171010,1.744830,0.857114,1.157440,0.590024,-0.468842,0.915788,1.140720,1.738450,2.622840,2.758810,0.823119
0.070468,0.830006,1.386750,0.541329,1.228620,1.049290,1.682590,0.750557,1.179790,0.789735,-0.202147,0.776934,1.220070,1.814570,2.615890,3.075780,0.822980
-0.073845,1.006450,1.353770,0.429986,1.227010,0.798180,1.699850,0.744215,1.125070,0.883063,-0.315292,0.844158,1.190230,1.854570,2.625220,2.886820,0.864305
-0.012490,1.085630,1.187740,0.918419,1.286410,0.739404,1.799040,0.880996,1.086890,0.742165,-0.493739,0.808312,1.074080,1.849820,2.639110,3.033370,0.909372
0.033129,1.192070,1.374130,1.033810,1.350050,1.069870,1.970750,0.972659,1.188840,0.948612,-0.388049,1.038300,0.922183,1.793420,2.663420,2.953260,0.851787
0.089842,0.693861,1.322380,0.845558,1.259050,0.762450,1.988680,0.757935,1.223480,0.633308,-0.513742,1.112450,0.801953,1.728630,2.648460,2.950250,0.752783
0.012721,0.641870,1.339770,1.186010,1.274610,0.994191,2.167990,0.846736,1.219120,0.445542,-0.550891,0.783159,0.897068,1.749960,2.403290,2.913460,0.774937
-0.104382,0.246225,1.213350,0.914229,1.260290,0.777005,2.068630,1.047400,1.246470,0.728168,-0.574508,0.847448,1.058370,1.720010,2.635090,2.851260,0.763180
0.250070,0.680917,1.314930,1.578400,1.277540,1.255510,1.922930,0.965533,1.143530,0.779913,-0.403799,0.852850,1.189170,1.850750,2.344960,2.764080,0.704071
0.239799,0.845224,1.381770,1.499310,1.340390,1.175490,1.930030,0.933194,1.250200,0.749698,-0.439414,0.870924,1.106410,1.652920,2.384360,2.859650,0.717133
0.435695,0.726071,1.424440,1.372210,1.370560,1.428240,1.976270,1.127930,1.294010,0.663103,-0.212139,0.808255,0.909830,1.465780,2.204390,2.831150,0.601219
0.470814,0.673514,1.203060,1.640320,1.246820,1.338810,1.974370,1.077150,1.223580,0.741448,-0.436849,0.841097,1.065010,1.500410,2.394030,3.103450,0.516940
0.512935,1.031260,1.371290,1.197340,1.303210,1.100170,2.089980,1.075930,1.151760,0.980954,-0.570090,1.154100,0.766119,1.624080,2.502990,3.165410,0.499158
0.519083,0.931528,1.303930,1.207400,1.238050,1.144770,2.093020,0.993933,1.005540,0.927311,-0.551400,1.053420,0.858680,1.625910,2.211740,3.375530,0.485571
0.511085,1.040540,1.278870,1.077540,1.196360,1.233370,1.949980,0.902039,1.120030,0.986168,-0.393366,1.040920,0.958876,1.680560,2.700890,3.290730,0.649841
0.303505,1.136420,1.172040,1.162070,1.147060,0.979923,1.888690,1.082890,1.082290,1.052360,-0.240237,1.071670,0.988971,1.460780,2.645680,3.009010,0.804487
0.335722,0.783252,1.725990,0.809286,1.230840,0.778426,2.003370,1.121060,1.153330,1.058690,-0.284992,1.141650,0.998359,1.334870,2.846120,3.008230,0.930123
0.254156,1.162090,1.623120,0.902228,1.263370,0.817349,1.964850,0.912012,1.163220,1.017760,-0.167082,1.405640,1.031570,1.110430,2.802640,2.902780,0.852315
0.251066,0.907908,1.679260,0.782551,1.378780,0.991431,2.073680,1.150000,1.201120,0.948643,0.158155,1.461160,0.797325,1.534660,2.934810,3.007600,0.834595
0.255248,1.167190,1.540950,1.111590,1.306140,0.989056,1.758410,1.169180,1.219600,0.816236,-0.108491,1.217320,0.818218,1.376660,2.794020,3.030970,0.967453
0.266169,1.289980,1.697700,0.983325,1.297640,1.033680,1.859360,0.961243,1.158460,0.655485,-0.109534,1.280840,0.894844,1.219070,2.548070,3.102000,0.984783
0.762370,1.567960,2.025190,0.912557,1.696100,1.366880,2.074050,1.415410,1.646300,1.313280,-0.173751,0.813448,0.729418,1.202710,1.874270,2.248600,0.493076
0.282109,1.023940,1.726350,0.939797,1.528040,1.217780,1.997710,1.240520,1.259640,1.065380,-0.542418,0.916560,0.937616,1.573830,2.427560,2.883320,0.741859
0.527575,1.518800,1.689450,0.829778,1.470950,1.008950,1.784840,1.163870,1.312900,1.013830,-0.144406,1.302780,0.932942,1.594970,2.523980,3.174860,0.787990
0.386150,1.085600,1.578600,0.713002,1.357490,1.328130,1.709860,1.101800,1.177260,1.160520,-0.084620,1.087760,0.997013,1.485530,2.602920,2.672280,0.944187
0.109794,0.909356,1.436270,0.637877,1.331740,1.063810,1.786070,0.924633,1.131750,0.868264,-0.556736,1.256600,0.984909,1.648820,2.137480,2.672420,0.941461
0.213680,1.103350,1.307810,0.992112,1.213970,1.146640,1.872290,0.968651,1.076000,0.688762,-0.553215,1.136280,1.022090,1.695220,2.410550,2.871510,0.935738
0.408308,1.115140,1.562890,0.520413,1.267340,1.235620,1.919360,0.963890,0.951714,0.709120,-0.746855,1.391970,0.968923,1.564490,2.243110,2.664200,0.982977
0.379587,1.442160,1.569150,0.520686,1.289390,1.355770,2.048470,0.964592,0.858050,0.604894,-0.627034,1.040130,0.871808,1.563470,1.928850,2.603110,0.868022
0.424999,1.362340,2.121350,0.611483,1.409650,1.557230,2.005470,0.932941,1.180660,0.849563,-0.818799,0.817782,1.101890,1.359950,1.296010,2.172790,0.816154
0.832605,1.517340,1.800600,0.598262,1.449590,1.686640,1.869660,1.020590,1.253770,1.215980,-1.008630,0.928319,1.101950,1.430600,0.706003,2.404040,0.541994
0.473543,1.367080,1.551970,0.575520,1.296570,0.753548,1.928790,0.800864,0.827214,0.711262,-0.772872,1.005330,1.100060,1.793280,1.567770,2.619840,0.624723
0.574040,1.276750,1.703790,0.943110,1.224780,0.989897,1.905900,0.431229,0.616534,0.492390,-0.832726,1.202750,1.499840,1.825810,1.843580,3.090020,0.764129
