AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU12,AU14,AU15,AU17,AU20,AU23,AU25,AU26,AU45
2.338420,2.796310,-1.132180,1.315500,-1.378860,-1.278270,-0.927396,-0.964789,-0.599179,0.448747,0.484053,0.299267,-0.418727,1.482270,-0.434348,1.617110,0.282771
2.191540,2.748070,-1.243230,1.125360,-1.343120,-1.626810,-0.864385,-1.132600,-0.662351,0.493060,0.315238,0.120550,-0.316148,1.357120,-0.523122,1.695700,0.250584
2.307710,2.686430,-1.097280,1.085610,-1.381190,-1.535380,-0.913506,-1.148980,-0.676055,0.398123,0.313731,0.328748,-0.294178,1.274870,-0.547284,1.720020,0.249732
2.279780,2.732830,-1.006580,1.223340,-1.404060,-1.424670,-0.801932,-1.209880,-0.695861,0.391296,0.468453,0.304938,-0.281751,1.246930,-0.391238,1.577290,0.272502
2.280010,2.748460,-1.060990,1.352390,-1.366390,-1.292000,-0.832259,-1.173780,-0.682705,0.357056,0.423074,0.163708,-0.233165,1.249070,-0.415555,1.768870,0.261049
2.362920,2.837840,-1.026990,1.066370,-1.360110,-1.374900,-0.963640,-1.054570,-0.718803,0.367837,0.385678,0.240981,-0.367109,1.213900,-0.339809,1.767360,0.268959
2.402520,2.903450,-1.079580,1.377130,-1.328370,-1.128380,-0.918594,-1.035680,-0.595049,0.443990,0.553884,0.301945,-0.356552,1.315600,-0.361129,1.672000,0.207397
2.386520,2.792780,-1.090730,1.317440,-1.351910,-1.496810,-0.858881,-1.046400,-0.607506,0.433711,0.560663,0.324214,-0.356672,1.334070,-0.463726,1.708060,0.185286
2.427560,2.840200,-1.132570,1.429800,-1.346750,-1.407300,-0.886428,-1.096460,-0.502734,0.372751,0.516948,0.341278,-0.381414,1.287390,-0.388699,1.753350,0.169195
2.362770,2.765200,-1.350650,1.234690,-1.235240,-1.375920,-0.893361,-1.023510,-0.491278,0.504693,0.367166,0.218869,-0.248599,1.326940,-0.371025,1.684380,0.124084
2.230760,2.908590,-1.460010,0.990640,-1.236430,-1.297130,-0.868251,-1.123490,-0.421236,0.547241,0.263653,0.237076,-0.209416,1.356650,-0.378952,1.771560,0.207436
2.296660,2.986850,-1.226780,1.267760,-1.178240,-1.507110,-0.831330,-1.204740,-0.339400,0.462792,0.248417,0.131062,-0.165197,1.343180,-0.336527,1.662520,0.235140
2.186420,2.575160,-1.131520,1.625160,-1.100530,-1.241620,-0.703716,-1.103980,-0.037787,0.710472,0.018547,0.246753,0.059595,1.552500,-0.419003,1.592060,0.354534
2.311390,2.694440,-1.097880,1.451520,-0.946123,-0.885409,-0.611347,-1.007520,0.103606,0.684352,-0.142949,0.067634,0.095108,1.620140,-0.560732,1.375370,0.457805
2.141680,2.284860,-1.025990,1.515640,-0.667701,-0.570695,-0.458607,-1.106210,0.431374,0.993632,-0.337480,0.133956,0.219154,1.742490,-0.461864,1.354510,0.531164
2.101810,2.413690,-0.980819,0.857380,-0.478430,-0.039690,-0.468206,-1.113940,0.811884,0.977429,-0.162462,0.106173,0.247108,1.762610,-0.008140,1.637310,0.824411
2.027090,2.387170,-1.025010,0.604117,-0.323521,0.060970,-0.453342,-1.022790,1.024870,1.082770,-0.365231,-0.075165,0.397547,1.689750,-0.277995,1.299110,1.224070
1.885560,2.703840,-0.932667,0.665182,-0.159867,0.157418,-0.391119,-1.043650,1.264140,1.130420,-0.146118,-0.065488,0.259668,1.775780,-0.294556,1.201940,1.155320
1.627230,2.380580,-1.104010,0.519414,0.015934,0.366691,-0.194056,-0.766675,1.387810,1.251220,-0.132483,-0.238637,0.377822,1.715690,-0.166173,1.372820,1.184190
1.609000,1.901030,-0.917916,0.131552,0.274059,0.526024,-0.150487,-0.607369,1.558740,1.266670,-0.250742,0.023853,0.279221,1.877290,-0.209862,1.148380,1.290560
1.478130,2.039280,-0.778446,0.299941,0.493424,0.966143,-0.157253,-0.456018,1.713520,1.206880,-0.208497,-0.156933,0.035741,1.842080,0.195669,1.072610,1.265310
1.423830,1.940240,-0.855026,0.292432,0.636779,0.863249,-0.014136,-0.344937,1.843270,1.426140,-0.088345,-0.045759,0.204858,1.714010,0.214322,1.300720,1.311200
1.337290,2.024090,-1.056330,0.226676,0.856797,0.860615,0.173197,-0.232686,1.830770,1.359790,-0.058927,-0.141979,0.222244,1.703800,-0.134526,0.828041,1.281140
1.241270,1.767510,-0.879865,0.411385,1.099950,0.955918,0.330104,-0.081714,1.904950,1.432640,0.070543,0.005890,0.113658,1.668600,0.106221,1.262160,1.282320
1.122290,1.843100,-1.014950,0.482977,1.074800,0.889459,0.277685,-0.020652,1.938800,1.419520,0.107326,-0.148721,0.141668,1.616840,0.057455,1.271700,1.315690
1.092100,1.684270,-0.881335,0.321535,1.098900,0.817852,0.313871,-0.100259,1.973260,1.259290,0.086169,-0.044940,0.228817,1.613380,0.141022,1.270460,1.321130
1.246570,1.854160,-0.867135,0.524567,1.089630,1.181450,0.352387,-0.013941,1.977070,1.384290,0.026840,-0.378853,0.180045,1.614240,0.079504,1.090820,1.326860
1.404730,1.786090,-0.913992,0.562770,1.194470,1.103090,0.453991,-0.071183,2.014230,1.363550,-0.066242,-0.185431,0.185502,1.634890,-0.021618,0.928494,1.313520
1.303480,1.632680,-0.956047,0.510947,1.282980,1.350510,0.501621,-0.027545,2.097060,1.349320,0.092599,-0.129418,-0.011197,1.533050,0.127685,1.209180,1.368950
1.390830,1.536120,-1.115410,0.376682,1.311710,1.228890,0.472788,-0.114513,2.076700,1.450640,0.047280,-0.196689,0.024709,1.492280,-0.022472,1.251610,1.317070
