AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU12,AU14,AU15,AU17,AU20,AU23,AU25,AU26,AU45
1.588060,0.080904,0.662242,0.395283,0.645194,1.194280,2.186220,0.267021,0.837482,0.412318,1.555430,2.068390,-0.762882,-1.066950,-0.903868,-2.383180,-0.084712
1.563860,0.225469,0.649116,0.608984,0.672862,1.345280,2.191180,0.296660,0.858234,0.330073,1.458460,2.042500,-0.838071,-1.099130,-0.918532,-2.563040,-0.105717
1.591650,0.098312,0.682694,0.548214,0.621839,1.193910,2.209730,0.315811,0.882882,0.284464,1.455280,2.079050,-0.811721,-1.117540,-0.885302,-2.650080,-0.122799
1.647400,0.270113,0.683210,0.595750,0.653343,1.325350,2.225990,0.235165,0.839864,0.299036,1.528300,2.168230,-0.934665,-1.082660,-0.771032,-2.634060,-0.121550
1.683350,0.340562,0.679656,0.480090,0.643109,1.161850,2.244030,0.289027,0.876460,0.217447,1.457910,2.158620,-0.908043,-1.048720,-0.787728,-2.539790,-0.135918
1.580500,0.028013,0.709998,0.531807,0.639465,1.159770,2.242760,0.263002,0.845309,0.174053,1.607290,2.091980,-0.711145,-1.021240,-0.849014,-2.491720,-0.149633
1.589180,0.247433,0.521209,0.532314,0.705642,1.135320,2.265240,0.233691,0.799191,0.382086,1.720780,2.031030,-0.611693,-1.069440,-0.821924,-2.726300,-0.080605
1.525850,0.230503,0.519491,0.478608,0.693798,0.997881,2.246420,0.138903,0.815979,0.367737,1.650730,2.031940,-0.600783,-1.063910,-0.883019,-2.578130,-0.080187
1.428580,0.083093,0.514432,0.647763,0.653838,1.059940,2.171500,0.213981,0.783474,0.289439,1.596220,2.099990,-0.682528,-1.032440,-0.797078,-2.542230,-0.085521
1.508080,0.151721,0.544825,0.739780,0.705760,1.264860,2.234960,0.284537,0.770488,0.478228,1.677560,2.090820,-0.589157,-1.065210,-0.868288,-2.493910,-0.069312
1.373060,-0.028528,0.440273,0.599820,0.790132,1.295430,2.335990,0.438986,0.971987,0.392176,1.519980,1.904690,-0.458824,-1.070900,-0.824934,-2.596880,-0.108593
1.446530,0.354418,0.445897,0.739142,0.908251,1.196640,2.212450,0.498737,1.356460,0.548284,1.428290,1.957820,-0.441488,-0.800808,-0.616939,-2.891530,-0.066523
1.496370,0.248506,0.391078,0.408890,1.306590,1.109970,2.539370,0.798054,1.597080,0.756087,1.368410,1.749980,-0.448660,-0.781966,-0.561077,-2.889840,-0.065117
1.635660,0.181637,0.372543,0.366803,1.584510,1.390620,2.295400,0.658642,2.025830,1.234040,1.369550,1.762630,-0.320417,-0.528698,-0.427868,-3.218150,-0.073722
1.696620,0.234867,0.449132,0.298451,1.973580,2.026730,2.314580,0.906933,2.387570,1.196140,1.368870,1.343730,-0.050316,-0.644243,-0.108472,-2.904110,-0.121852
1.755490,0.227590,0.570692,0.368929,2.282600,2.082300,2.287870,0.993181,2.706250,1.518990,1.419960,1.272180,-0.039855,-0.504908,0.017263,-3.147650,-0.076507
1.700260,0.376396,0.533965,0.233685,2.384810,2.132370,2.306050,0.909393,2.755340,1.818840,1.281530,1.318100,-0.175907,-0.347179,0.303309,-3.003870,0.004049
2.004930,0.352491,0.506198,0.295015,2.500690,2.149320,2.334470,1.012820,2.942520,1.792020,1.425930,1.097290,-0.043475,-0.453477,0.199944,-2.967460,-0.173442
1.904100,0.508285,0.519876,0.247824,2.662210,2.362680,2.255680,1.296280,3.044520,1.947780,1.310450,1.178020,0.051331,-0.431164,0.112791,-2.972090,-0.169761
1.981700,0.731003,0.559360,0.248004,2.728350,2.123480,2.221450,1.113430,3.063290,1.808380,1.285060,1.162130,0.207933,-0.496059,0.133440,-2.868710,-0.128747
2.113310,1.071860,0.589970,0.428232,2.695490,2.318700,2.239590,1.137870,3.144440,1.768600,1.216080,1.070360,0.065654,-0.510661,0.458890,-2.516410,-0.128700
2.305740,0.488394,0.592867,0.249390,2.951880,2.222630,2.464870,1.116950,3.213220,1.528830,1.361470,1.164390,-0.620182,-1.597330,1.007860,-3.013790,-0.208081
2.428330,0.793294,0.686277,0.307536,2.959720,2.165510,2.470450,1.086170,3.265010,1.449500,1.366850,1.196620,-0.695307,-1.791800,1.011390,-3.096010,-0.186432
2.476880,0.661337,0.609066,-0.028959,3.027420,2.349310,2.457000,1.250460,3.374670,1.615860,1.344970,1.037570,-0.924510,-1.985310,0.926548,-3.188010,-0.066730
2.541310,0.845104,0.883026,0.086333,3.020020,2.519540,2.397400,1.239300,3.336570,1.490810,1.402530,1.062940,-0.868674,-1.847420,0.902151,-3.134840,-0.033348
2.484730,0.707146,0.774498,0.277326,2.978010,2.358310,2.371430,1.167610,3.371800,1.605500,1.382840,1.282100,-0.842985,-1.908210,0.951985,-3.323120,0.029353
2.461090,0.730757,0.522978,-0.062252,2.927520,2.153290,2.346630,1.159930,3.341480,1.704880,1.538140,1.168890,-0.992570,-1.832140,1.124020,-3.041490,0.075563
2.429020,0.674341,0.638647,0.007242,2.918790,2.269550,2.349100,1.045750,3.408660,1.816530,1.593600,1.173370,-0.809866,-2.023260,1.175930,-3.392870,0.066250
