0.218820,1.544938,1.647400,-0.001505,0.012289,0.041566,0.036479,0.187020,0.206266,0.270113,0.001288,0.009444,0.023275,0.024375,0.292132,0.569585,0.683210,-0.016770,-0.007611,0.003232,0.000004,0.330252,0.574790,0.739142,-0.010469,-0.012781,0.019605,-0.003451,0.663481,0.745604,1.306590,0.062631,0.072287,0.242295,0.118761,0.285340,1.196818,1.345280,0.017037,0.027912,0.140996,0.056686,0.144810,2.241075,2.335990,0.007684,0.005864,0.010659,0.008178,0.444661,0.326736,0.658642,0.030767,0.030181,0.103776,0.047077,0.813606,0.942263,1.597080,0.074694,0.080577,0.285939,0.128186,0.538640,0.387598,0.756087,0.045623,0.047922,0.187284,0.071292,0.281180,1.533237,1.650730,-0.008375,-0.008118,0.027265,-0.002731,0.395990,2.038132,2.158620,-0.030505,-0.032861,0.010882,-0.006127,0.466555,-0.669400,-0.441488,0.037327,0.025915,0.079850,0.038094,0.317164,-1.026941,-0.781966,0.027310,0.013306,0.089204,0.028287,0.342791,-0.804425,-0.561077,0.037264,0.046508,0.140359,0.083885,0.508350,-2.608684,-2.383180,-0.033736,-0.026328,0.007204,-0.017500,0.069395,-0.095068,-0.066523,0.001697,-0.000592,0.008769,0.000485
0.553120,1.623559,1.981700,0.033729,0.032335,0.092275,0.046747,0.425192,0.252235,0.508285,0.026273,0.020499,0.081534,0.026702,0.271164,0.484597,0.662242,-0.003584,-0.001756,0.023797,0.004964,0.491318,0.456185,0.739142,-0.022711,-0.022519,0.019605,-0.003451,1.989348,1.475425,2.662210,0.152267,0.108740,0.256324,0.121499,1.089380,1.546835,2.149320,0.080318,0.051654,0.149489,0.061089,0.144810,2.277917,2.335990,0.005168,0.007134,0.015916,0.008851,0.899449,0.636644,1.113430,0.063399,0.042795,0.103776,0.047577,2.261046,1.766898,3.044520,0.169136,0.118741,0.291272,0.132003,1.451103,0.972800,1.818840,0.109542,0.067116,0.201123,0.072677,0.340280,1.462645,1.650730,-0.019826,-0.007242,0.015822,0.001406,0.928690,1.684215,2.090820,-0.069346,-0.046427,0.010882,-0.006127,0.814213,-0.324536,0.051331,0.047331,0.013884,0.079850,0.038094,0.635786,-0.763145,-0.431164,0.028601,-0.011901,0.089204,0.028287,1.103812,-0.411758,0.199944,0.090747,0.079531,0.148253,0.103351,0.764470,-2.816771,-2.383180,-0.029836,-0.029744,0.011747,-0.017500,0.103238,-0.090157,-0.066523,-0.002822,0.001662,0.008769,0.007531
0.988360,1.996992,2.484730,0.070166,0.043903,0.100998,0.047532,0.567825,0.507698,0.793294,0.038696,0.022352,0.081534,0.026702,0.383420,0.550078,0.774498,0.017015,0.005096,0.034255,0.009227,0.522651,0.266060,0.608984,-0.034507,-0.029069,-0.008891,-0.003451,2.347158,2.466959,3.020020,0.133892,0.103613,0.256324,0.121499,1.161670,2.063193,2.358310,0.070445,0.055871,0.149489,0.061089,0.273690,2.334041,2.464870,0.008846,0.010533,0.024365,0.015912,0.942640,1.027675,1.239300,0.044423,0.037986,0.103776,0.047577,2.513566,2.834880,3.371800,0.138606,0.111499,0.291272,0.132003,1.406522,1.527342,1.818840,0.063328,0.056920,0.201123,0.072677,0.270370,1.350804,1.555430,0.000222,0.001908,0.046747,0.013284,1.005450,1.274284,2.068390,-0.050772,-0.040438,0.010882,-0.006127,0.934328,-0.293822,0.065654,-0.035433,-0.012622,0.079850,0.015619,1.477046,-0.919186,-0.431164,-0.081855,-0.056764,0.089204,0.007302,1.911728,0.301102,1.007860,0.120374,0.099665,0.148253,0.107108,0.804830,-3.004665,-2.383180,-0.029568,-0.027155,0.011747,-0.010547,0.153084,-0.110748,-0.033348,0.004186,0.006720,0.039243,0.010791
0.896670,2.319150,2.484730,0.036656,0.035990,0.100998,0.047532,0.567825,0.661731,0.793294,0.006524,0.015326,0.075365,0.023306,0.269344,0.603947,0.774498,0.004819,0.005731,0.034255,0.009227,0.888898,0.051705,0.608984,-0.034197,-0.023981,-0.001332,-0.003451,2.375368,2.922302,3.048230,0.039269,0.061226,0.113905,0.112602,1.013030,2.286871,2.358310,0.023202,0.037398,0.057033,0.060079,0.273690,2.374488,2.464870,0.017580,0.015044,0.049413,0.018050,0.942640,1.152232,1.239300,0.010698,0.020834,0.031712,0.041990,2.580446,3.297318,3.438680,0.040366,0.065116,0.098827,0.122401,1.396062,1.668812,1.808380,0.003960,0.027429,0.031607,0.062289,0.429850,1.463461,1.714910,0.025895,0.009661,0.054738,0.013367,1.005450,1.150130,2.068390,-0.004274,-0.022432,0.011251,-0.006127,1.058224,-0.635709,0.065654,-0.059554,-0.025568,0.026568,0.012195,1.700623,-1.585869,-0.453477,-0.130387,-0.084712,-0.001179,0.007302,2.339358,0.904804,1.435490,0.097468,0.096471,0.133370,0.107108,1.009690,-3.149715,-2.383180,-0.026221,-0.014124,0.022213,0.001655,0.312504,-0.027988,0.126072,0.018301,0.010468,0.042210,0.012165
0.951030,2.443749,2.539090,0.005637,0.016682,0.033078,0.040331,0.505288,0.631418,0.730757,-0.001240,0.007590,0.027217,0.015834,0.269344,0.635323,0.774498,-0.004205,0.001156,0.024616,0.007513,0.888898,-0.073475,0.608984,-0.008247,-0.009445,0.052184,0.008840,2.442188,3.036077,3.115050,0.007636,0.021512,0.022184,0.059964,1.297870,2.461112,2.643150,0.015724,0.018617,0.057033,0.040837,0.521590,2.509550,2.712770,0.019479,0.016158,0.049413,0.018050,0.942640,1.185198,1.239300,0.002202,0.007699,0.015167,0.017960,2.670006,3.440234,3.528240,0.012637,0.021322,0.032250,0.061081,1.408792,1.722355,1.821110,0.010701,0.006463,0.031607,0.024603,0.332070,1.590858,1.714910,0.010783,0.008754,0.054738,0.013367,1.084755,1.120911,2.068390,-0.009183,-0.008505,0.011251,-0.001949,0.304622,-0.819981,-0.687948,0.002063,-0.011184,0.030267,0.019445,1.558090,-2.229587,-1.066950,-0.063085,-0.070106,-0.001179,0.007302,2.970468,1.460336,2.066600,0.079272,0.071502,0.111363,0.101523,1.009690,-3.234264,-2.383180,0.010503,0.002246,0.058581,0.013058,0.210784,0.080407,0.126072,0.012089,0.009620,0.042210,0.012165
0.951030,2.461792,2.539090,0.003942,0.005399,0.033078,0.014361,0.533743,0.678605,0.759212,0.013390,0.005529,0.027217,0.007521,0.205018,0.620849,0.710172,0.001507,0.000618,0.024616,0.005585,0.888898,-0.055505,0.608984,0.011477,0.005504,0.052184,0.017150,2.454428,3.064558,3.127290,0.006568,0.007886,0.022184,0.015026,1.297870,2.504425,2.643150,0.009931,0.011773,0.057033,0.014978,0.521590,2.634331,2.712770,0.016310,0.012588,0.049413,0.018050,0.974010,1.219864,1.270670,0.006874,0.005928,0.015167,0.008292,2.670006,3.466991,3.528240,-0.000037,0.003788,0.016739,0.017499,1.408792,1.747166,1.821110,-0.003468,0.001128,0.017644,0.007879,0.239170,1.573117,1.707700,-0.008165,0.001937,0.016103,0.010298,1.110660,1.055209,2.068390,-0.008742,-0.002111,0.018600,0.004923,0.306877,-0.713940,-0.582870,0.020934,0.010763,0.036615,0.020363,1.558090,-2.501017,-1.066950,-0.029098,-0.033234,0.010131,0.007302,2.978798,1.866983,2.074930,0.042261,0.036820,0.111363,0.075028,0.962560,-3.089478,-2.383180,0.025846,0.007066,0.058581,0.013058,0.210784,0.103783,0.126072,0.000073,0.004115,0.003550,0.011720
0.951030,2.455307,2.539090,-0.000333,0.004991,0.020915,0.006827,0.676440,0.758100,0.901909,0.004941,0.007271,0.020616,0.008258,0.111855,0.590823,0.662242,0.001195,0.004377,0.027980,0.009482,0.740045,0.054092,0.608984,0.016382,0.011293,0.053387,0.017150,2.493708,3.095685,3.166570,0.006453,0.004943,0.020270,0.014365,1.434840,2.554092,2.780120,0.006221,0.006558,0.050266,0.013573,0.515460,2.665836,2.706640,0.001071,0.006946,0.009241,0.013157,0.997250,1.238643,1.293910,0.007044,0.006969,0.016323,0.008292,2.632696,3.440972,3.490930,-0.003697,-0.001983,0.006293,0.017499,1.324732,1.708041,1.737050,-0.001533,-0.000921,0.011632,0.007879,0.163190,1.545601,1.631720,-0.000429,-0.001835,0.016103,0.000754,1.110660,1.060640,2.068390,0.007978,0.004077,0.027100,0.009776,0.305575,-0.601291,-0.457307,0.021611,0.013888,0.036615,0.020363,1.558090,-2.525665,-1.066950,0.006213,-0.008446,0.015159,0.007302,2.978798,1.934598,2.074930,-0.014423,0.001564,0.034553,0.037729,0.686460,-2.986300,-2.383180,-0.004998,-0.000718,0.044235,0.013058,0.203490,0.102756,0.118778,-0.000267,-0.000047,0.003550,0.002981
1.019460,2.503170,2.607520,0.014458,0.003447,0.022632,0.006827,0.676440,0.743357,0.901909,0.006810,0.005581,0.040650,0.008258,0.229575,0.658146,0.779962,0.011934,0.007226,0.032541,0.010045,0.740045,0.136140,0.608984,0.011861,0.003911,0.053387,0.014406,2.493708,3.140210,3.166570,0.003260,0.002491,0.017289,0.014365,1.434840,2.617735,2.780120,0.004950,0.006160,0.050266,0.010965,0.515460,2.677491,2.706640,0.001801,0.006096,0.012106,0.010209,1.130000,1.305027,1.426660,0.009211,0.007240,0.022018,0.008107,2.605436,3.421750,3.463670,-0.003072,-0.003408,0.006293,0.017499,1.360242,1.704499,1.772560,0.000539,-0.000886,0.011632,0.007879,0.129370,1.575328,1.631720,0.000963,-0.002858,0.013564,-0.000504,0.981150,1.144241,2.068390,0.015062,0.007714,0.027100,0.009776,0.479910,-0.490401,-0.282972,0.004334,0.002508,0.028385,0.016055,1.512530,-2.501961,-1.066950,0.001861,-0.001756,0.015159,0.007302,2.859088,1.784242,1.955220,-0.030932,-0.018419,0.014169,0.010626,1.000780,-3.132252,-2.383180,-0.023102,-0.007341,0.011563,0.000340,0.201561,0.090119,0.116849,-0.001808,-0.000445,0.004670,0.000078
1.064880,2.564235,2.652940,-0.001769,-0.002254,0.022632,0.004177,0.717429,0.805939,0.942898,0.004993,-0.000230,0.040650,0.006736,0.249741,0.744071,0.822634,0.011858,0.004131,0.032541,0.010045,0.591337,0.141354,0.608984,-0.018307,-0.004029,0.009817,0.002151,2.493708,3.137015,3.166570,-0.002062,-0.000197,0.002756,0.014365,1.444950,2.589498,2.790230,0.005792,0.007645,0.048783,0.010965,0.600020,2.711380,2.791200,0.012661,0.009160,0.027670,0.010897,1.130000,1.337805,1.426660,0.005900,0.007476,0.022018,0.008358,2.605436,3.407134,3.463670,-0.003915,-0.002558,0.002389,0.017499,1.360242,1.720205,1.772560,-0.001518,0.001638,0.008970,0.007879,0.220690,1.544272,1.623820,-0.008058,-0.005114,0.007029,-0.001852,0.954730,1.181142,2.068390,0.003726,0.001947,0.022870,0.009086,0.513698,-0.549098,-0.282972,-0.020276,-0.004894,0.006296,0.012195,1.487010,-2.513066,-1.066950,-0.008555,-0.005891,-0.001179,0.007302,2.682398,1.602853,1.778530,-0.021059,-0.016855,0.016532,0.010626,1.000780,-3.228965,-2.383180,-0.003537,-0.001067,0.036429,0.009297,0.202868,0.095796,0.118156,0.000489,-0.001074,0.008276,0.000078
1.064880,2.484045,2.652940,-0.018917,-0.006880,0.013824,-0.003303,0.717429,0.815713,0.942898,-0.008691,-0.008315,0.040650,0.000469,0.190764,0.742503,0.822634,-0.010405,-0.001667,0.005842,0.005195,0.783200,0.015005,0.608984,-0.007482,-0.004662,0.031991,0.004408,2.474558,3.117601,3.147420,-0.003254,-0.001715,-0.000173,0.014365,1.513720,2.679148,2.859000,0.014129,0.004358,0.048783,0.007145,0.739790,2.809565,2.930970,0.015287,0.008679,0.027670,0.010897,1.187980,1.381507,1.484640,0.006285,0.007238,0.024059,0.008358,2.557446,3.384544,3.415680,-0.002005,-0.001055,0.004248,0.017499,1.361842,1.709454,1.774160,0.005258,0.004556,0.027757,0.007879,0.166360,1.478517,1.567370,-0.010488,-0.003663,0.004331,0.002376,0.968670,1.199961,2.068390,-0.011047,-0.005072,0.010882,0.003596,0.284329,-0.660973,-0.512341,-0.004471,-0.004902,0.037842,0.012195,1.599750,-2.581092,-1.066950,-0.011147,-0.009869,-0.001179,0.007302,2.550168,1.545548,1.646300,-0.000491,-0.006818,0.022335,0.010626,1.000780,-3.128227,-2.383180,0.025641,0.008588,0.036629,0.013700,0.202868,0.100155,0.118156,-0.001697,-0.002353,0.008276,0.000078
